Občina,Leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Basic or less,Education - TOTAL,Tertiary,Upper secondary,Active,Inactive,Population aged 15+ years  - TOTAL,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for men.1,Employment rate for men.2,Employment rate for women,Employment rate for women.1,Employment rate for women.2,Employment rate.1,Employment rate.2,Natural increase,Natural increase ,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Total increase per 1000 population 
šentilj,2003,0.0,0.0,0.0,0.0,0.0,77.8,75.2,81.0,51.5,49.9,53.6,48.5,50.1,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,12.0,3.3,38.0,86.0,48.0,10.4,12.0,17.0,5.0,2.1,64.0,135.0,71.0,16.4,26.0,49.0,23.0,5.9,-3.0,-10.0,-7.0,-1.2,23.0,39.0,16.0,4.7,52.6,57.5,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,-16.0,49.0,-10.0,23.0,0.0,2.8
šentilj,2013,0.0,0.0,0.0,0.0,0.0,62.7,63.5,61.7,39.2,39.1,39.3,60.8,60.9,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,54.0,22.0,6.4,274.0,440.0,166.0,51.9,6.0,17.0,11.0,2.0,269.0,473.0,204.0,55.8,-5.0,33.0,38.0,3.9,-26.0,-37.0,-11.0,-4.4,-31.0,-4.0,27.0,-0.5,0.0,0.0,54.1,0.0,0.0,48.0,0.0,51.2,0.0,-24.0,0.0,33.0,-37.0,-28.0,-3.3,0.0
šentilj,2014,7627.522,8621.1325,1043.6399999999999,3619.6475,294.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentilj,2023,11763.655999999999,13318.602499999999,1288.0849999999998,5306.6325,784.0575,62.6,65.5,59.5,28.2,28.1,28.2,71.8,71.9,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,74.0,13.0,8.8,167.0,314.0,147.0,37.2,71.0,96.0,25.0,11.4,210.0,375.0,165.0,44.4,43.0,61.0,18.0,7.2,10.0,22.0,12.0,2.6,53.0,83.0,30.0,9.8,0.0,0.0,0.0,52.2,0.0,0.0,50.5,0.0,51.4,-9.0,0.0,61.0,22.0,74.0,8.8,0.0
šentjernej,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,26.0,59.0,33.0,0.0,5.0,9.0,4.0,0.0,34.0,76.0,42.0,0.0,8.0,17.0,9.0,0.0,3.0,6.0,3.0,0.0,11.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,17.0,6.0,42.0,0.0,0.0
šentjernej,2000,0.0,0.0,0.0,0.0,0.0,51.7,45.8,58.5,37.6,32.8,43.2,62.4,67.2,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentjernej,2003,0.0,0.0,0.0,0.0,0.0,57.3,54.0,61.2,37.9,34.0,42.5,62.1,66.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,1.2,19.0,64.0,45.0,9.6,2.0,5.0,3.0,0.8,33.0,79.0,46.0,11.9,14.0,15.0,1.0,2.3,-5.0,-3.0,2.0,-0.5,9.0,12.0,3.0,1.8,57.6,61.4,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,7.0,15.0,-3.0,19.0,0.0,2.9
šentjernej,2013,0.0,0.0,0.0,0.0,0.0,59.5,63.1,55.0,31.4,33.3,29.0,68.6,66.7,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,8.0,3.0,125.0,264.0,139.0,38.0,16.0,20.0,4.0,2.9,124.0,252.0,128.0,36.3,-1.0,-12.0,-11.0,-1.7,3.0,-1.0,-4.0,-0.1,2.0,-13.0,-15.0,-1.9,0.0,0.0,67.8,0.0,0.0,57.1,0.0,62.7,0.0,53.0,0.0,-12.0,-1.0,40.0,5.8,0.0
šentjernej,2014,8146.161999999999,8910.175,1087.7075,3269.1125,355.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentjernej,2023,14275.022,14632.3225,1306.0825,5027.0475,707.0375000000001,68.3,72.1,63.6,29.7,30.5,28.7,70.3,69.5,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,6.0,4.3,172.0,319.0,147.0,43.0,76.0,92.0,16.0,12.4,166.0,303.0,137.0,40.8,-6.0,-16.0,-10.0,-2.2,50.0,60.0,10.0,8.1,44.0,44.0,0.0,5.9,0.0,0.0,0.0,76.5,0.0,0.0,67.9,0.0,72.4,17.0,0.0,-16.0,60.0,61.0,8.2,0.0
šentjur,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,81.0,169.0,88.0,0.0,4.0,10.0,6.0,0.0,99.0,189.0,90.0,0.0,18.0,20.0,2.0,0.0,2.0,5.0,3.0,0.0,20.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,20.0,5.0,7.0,0.0,0.0
šentjur,2000,0.0,0.0,0.0,0.0,0.0,66.4,64.5,69.0,45.3,43.3,47.9,54.7,56.7,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentjur,2003,0.0,0.0,0.0,0.0,0.0,62.3,62.2,62.5,41.4,40.3,42.9,58.6,59.7,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,17.0,2.4,77.0,182.0,105.0,9.8,55.0,79.0,24.0,4.3,70.0,168.0,98.0,9.1,-7.0,-14.0,-7.0,-0.8,27.0,34.0,7.0,1.8,20.0,20.0,0.0,1.1,54.5,62.7,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,-28.0,-14.0,34.0,-8.0,0.0,-0.4
šentjur,2013,0.0,0.0,0.0,0.0,0.0,57.7,55.3,60.7,35.1,33.2,37.4,64.9,66.8,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,20.0,2.4,368.0,786.0,418.0,41.5,32.0,51.0,19.0,2.7,393.0,744.0,351.0,39.3,25.0,-42.0,-67.0,-2.2,7.0,6.0,-1.0,0.3,32.0,-36.0,-68.0,-1.9,0.0,0.0,64.1,0.0,0.0,52.0,0.0,58.1,0.0,11.0,0.0,-42.0,6.0,-25.0,-1.3,0.0
šentjur,2014,7771.914,8288.545,1071.74,3536.11,351.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentjur,2023,13020.414,13741.9325,1228.96,5184.0,1142.4575,61.5,62.7,59.9,32.1,33.0,31.1,67.9,67.0,68.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,131.0,36.0,6.7,379.0,751.0,372.0,38.5,126.0,194.0,68.0,9.9,408.0,801.0,393.0,41.0,29.0,50.0,21.0,2.6,31.0,63.0,32.0,3.2,60.0,113.0,53.0,5.8,0.0,0.0,0.0,75.6,0.0,0.0,66.0,0.0,71.0,-22.0,0.0,50.0,63.0,91.0,4.7,0.0
šentrupert,2013,0.0,0.0,0.0,0.0,0.0,79.0,98.0,52.7,26.1,30.8,19.7,73.9,69.2,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,2.8,241.0,287.0,46.0,99.9,5.0,6.0,1.0,2.1,291.0,345.0,54.0,120.1,50.0,58.0,8.0,20.2,0.0,-2.0,-2.0,-0.7,50.0,56.0,6.0,19.5,0.0,0.0,42.2,0.0,0.0,50.9,0.0,45.4,0.0,-11.0,0.0,58.0,-2.0,45.0,15.7,0.0
šentrupert,2014,6438.254,6300.3075,1003.79,3335.4224999999997,317.83000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šentrupert,2023,11825.039999999999,12265.6975,1172.04,5064.5525,707.3199999999999,84.3,106.3,56.4,26.8,32.3,19.9,73.2,67.7,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,5.0,6.7,239.0,285.0,46.0,96.2,26.0,36.0,10.0,12.1,265.0,319.0,54.0,107.6,26.0,34.0,8.0,11.5,11.0,16.0,5.0,5.4,37.0,50.0,13.0,16.9,0.0,0.0,0.0,54.0,0.0,0.0,69.6,0.0,59.8,2.0,0.0,34.0,16.0,52.0,17.5,0.0
šenčur,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,56.0,108.0,52.0,0.0,1.0,4.0,3.0,0.0,59.0,136.0,77.0,0.0,3.0,28.0,25.0,0.0,-5.0,-3.0,2.0,0.0,-2.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,28.0,-3.0,36.0,0.0,0.0
šenčur,2000,0.0,0.0,0.0,0.0,0.0,37.0,41.8,31.5,15.4,17.4,13.2,84.6,82.6,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šenčur,2003,0.0,0.0,0.0,0.0,0.0,38.8,43.3,33.8,15.9,17.6,13.9,84.1,82.4,86.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,2.2,28.0,68.0,40.0,9.0,21.0,31.0,10.0,4.1,55.0,113.0,58.0,14.9,27.0,45.0,18.0,5.9,10.0,14.0,4.0,1.8,37.0,59.0,22.0,7.8,57.2,61.3,0.0,0.0,53.2,0.0,0.0,0.0,0.0,0.0,12.0,45.0,14.0,71.0,0.0,9.4
šenčur,2013,0.0,0.0,0.0,0.0,0.0,69.2,82.0,54.2,22.6,25.9,18.8,77.4,74.1,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,17.0,4.4,179.0,381.0,202.0,45.1,34.0,49.0,15.0,5.8,151.0,318.0,167.0,37.7,-28.0,-63.0,-35.0,-7.5,14.0,12.0,-2.0,1.4,-14.0,-51.0,-37.0,-6.0,0.0,0.0,64.5,0.0,0.0,56.3,0.0,60.5,0.0,53.0,0.0,-63.0,12.0,2.0,0.2,0.0
šenčur,2014,9213.008,9692.2125,1320.0,4145.4800000000005,211.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šenčur,2023,15796.908,16412.755,1356.9,5835.4800000000005,262.79,77.4,92.2,60.6,22.4,25.7,18.6,77.6,74.3,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,87.0,29.0,9.8,232.0,402.0,170.0,45.4,51.0,64.0,13.0,7.2,137.0,281.0,144.0,31.7,-95.0,-121.0,-26.0,-13.7,-7.0,-23.0,-16.0,-2.6,-102.0,-144.0,-42.0,-16.3,0.0,0.0,0.0,77.8,0.0,0.0,67.9,0.0,73.0,-10.0,0.0,-121.0,-23.0,-154.0,-17.4,0.0
škocjan,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,19.0,0.0,0.0,2.0,2.0,0.0,12.0,31.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,14.0,0.0,0.0
škocjan,2000,0.0,0.0,0.0,0.0,0.0,42.9,50.6,32.5,24.8,29.3,18.7,75.2,70.7,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škocjan,2003,0.0,0.0,0.0,0.0,0.0,39.7,46.5,30.2,22.6,26.0,17.9,77.4,74.0,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,2.3,10.0,25.0,15.0,8.1,1.0,2.0,1.0,0.6,32.0,75.0,43.0,24.4,22.0,50.0,28.0,16.2,-4.0,-5.0,-1.0,-1.6,18.0,45.0,27.0,14.6,56.6,62.4,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-5.0,45.0,0.0,14.6
škocjan,2013,0.0,0.0,0.0,0.0,0.0,40.7,49.2,30.0,19.6,21.7,16.9,80.4,78.3,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.9,60.0,140.0,80.0,43.4,5.0,8.0,3.0,2.5,68.0,129.0,61.0,40.0,8.0,-11.0,-19.0,-3.4,1.0,2.0,1.0,0.6,9.0,-9.0,-18.0,-2.8,0.0,0.0,67.3,0.0,0.0,54.0,0.0,60.9,0.0,6.0,0.0,-11.0,2.0,-3.0,-0.9,0.0
škocjan,2014,7920.7660000000005,8362.4525,1112.5674999999999,3071.7374999999997,360.5325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škocjan,2023,13762.192000000001,13628.815,1506.0874999999999,4914.37,718.825,31.8,32.7,30.6,15.1,17.4,12.2,84.9,82.6,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,4.6,85.0,172.0,87.0,49.6,29.0,35.0,6.0,10.1,105.0,188.0,83.0,54.2,20.0,16.0,-4.0,4.6,17.0,19.0,2.0,5.5,37.0,35.0,-2.0,10.1,0.0,0.0,0.0,73.4,0.0,0.0,64.4,0.0,69.2,17.0,0.0,16.0,19.0,52.0,15.0,0.0
škofja loka,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,65.0,121.0,56.0,0.0,11.0,19.0,8.0,0.0,95.0,194.0,99.0,0.0,30.0,73.0,43.0,0.0,8.0,15.0,7.0,0.0,38.0,88.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,73.0,15.0,169.0,0.0,0.0
škofja loka,2000,0.0,0.0,0.0,0.0,0.0,95.9,100.3,90.9,56.9,56.4,57.6,43.1,43.6,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škofja loka,2003,0.0,0.0,0.0,0.0,0.0,97.1,105.6,86.7,54.0,54.8,53.0,46.0,45.2,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,49.0,18.0,2.2,95.0,206.0,111.0,9.3,62.0,87.0,25.0,3.9,75.0,192.0,117.0,8.7,-20.0,-14.0,6.0,-0.6,31.0,38.0,7.0,1.7,11.0,24.0,13.0,1.1,58.2,63.6,0.0,0.0,52.8,0.0,0.0,0.0,0.0,0.0,32.0,-14.0,38.0,56.0,0.0,2.5
škofja loka,2013,0.0,0.0,0.0,0.0,0.0,91.3,102.7,78.1,43.9,46.6,40.8,56.1,53.4,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,74.0,29.0,3.2,395.0,773.0,378.0,33.8,44.0,77.0,33.0,3.4,356.0,716.0,360.0,31.3,-39.0,-57.0,-18.0,-2.5,-1.0,3.0,4.0,0.1,-40.0,-54.0,-14.0,-2.4,0.0,0.0,65.1,0.0,0.0,55.9,0.0,60.5,0.0,94.0,0.0,-57.0,3.0,40.0,1.7,0.0
škofja loka,2014,9205.05,9674.7325,1115.185,4360.5525,570.0150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škofja loka,2023,14800.448,15308.707499999999,1398.3225,5905.61,967.8024999999999,99.1,110.4,85.8,41.8,44.8,38.3,58.2,55.2,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,148.0,58.0,6.2,422.0,793.0,371.0,33.3,148.0,251.0,103.0,10.5,422.0,797.0,375.0,33.4,0.0,4.0,4.0,0.2,58.0,103.0,45.0,4.3,58.0,107.0,49.0,4.5,0.0,0.0,0.0,76.1,0.0,0.0,68.3,0.0,72.3,11.0,0.0,4.0,103.0,118.0,4.9,0.0
škofljica,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,70.0,37.0,0.0,1.0,1.0,0.0,0.0,96.0,185.0,89.0,0.0,63.0,115.0,52.0,0.0,0.0,0.0,0.0,0.0,63.0,115.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,115.0,0.0,137.0,0.0,0.0
škofljica,2000,0.0,0.0,0.0,0.0,0.0,40.7,47.6,33.1,17.5,21.0,13.7,82.5,79.0,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škofljica,2003,0.0,0.0,0.0,0.0,0.0,44.7,50.7,38.0,17.8,21.6,13.6,82.2,78.4,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,5.0,2.4,46.0,110.0,64.0,14.9,14.0,23.0,9.0,3.1,112.0,250.0,138.0,34.0,66.0,140.0,74.0,19.0,1.0,5.0,4.0,0.7,67.0,145.0,78.0,19.7,59.5,63.1,0.0,0.0,55.9,0.0,0.0,0.0,0.0,0.0,31.0,140.0,5.0,176.0,0.0,23.9
škofljica,2013,0.0,0.0,0.0,0.0,0.0,55.2,65.7,44.1,18.5,22.0,14.7,81.5,78.0,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,13.0,3.8,260.0,470.0,210.0,47.8,27.0,51.0,24.0,5.2,318.0,629.0,311.0,64.0,58.0,159.0,101.0,16.2,3.0,14.0,11.0,1.4,61.0,173.0,112.0,17.6,0.0,0.0,63.7,0.0,0.0,56.8,0.0,60.2,0.0,73.0,0.0,159.0,14.0,246.0,25.0,0.0
škofljica,2014,9679.154,10396.015,1233.615,4350.9125,638.7975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
škofljica,2023,15909.685999999998,16227.65,1278.5325,6131.4475,1591.5875,51.1,59.3,41.7,18.0,21.7,13.6,82.0,78.3,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,119.0,41.0,10.0,315.0,583.0,268.0,48.8,108.0,178.0,70.0,14.9,376.0,669.0,293.0,56.1,61.0,86.0,25.0,7.2,30.0,59.0,29.0,4.9,91.0,145.0,54.0,12.1,0.0,0.0,0.0,74.8,0.0,0.0,68.5,0.0,71.7,-23.0,0.0,86.0,59.0,122.0,10.2,0.0
šmarje pri jelšah,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,50.0,84.0,34.0,0.0,2.0,9.0,7.0,0.0,49.0,104.0,55.0,0.0,-1.0,20.0,21.0,0.0,-2.0,4.0,6.0,0.0,-3.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,20.0,4.0,-6.0,0.0,0.0
šmarje pri jelšah,2000,0.0,0.0,0.0,0.0,0.0,60.9,55.3,68.0,31.5,28.2,35.8,68.5,71.8,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
šmarje pri jelšah,2003,0.0,0.0,0.0,0.0,0.0,59.5,53.1,68.0,30.7,26.8,35.9,69.3,73.2,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,1.1,44.0,91.0,47.0,9.5,7.0,10.0,3.0,1.0,65.0,138.0,73.0,14.4,21.0,47.0,26.0,4.9,2.0,-1.0,-3.0,-0.1,23.0,46.0,23.0,4.8,53.2,60.7,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,-6.0,47.0,-1.0,40.0,0.0,4.2
šmarje pri jelšah,2013,0.0,0.0,0.0,0.0,0.0,69.3,65.8,73.5,30.4,29.0,32.2,69.6,71.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,8.0,2.7,200.0,426.0,226.0,41.4,16.0,34.0,18.0,3.3,185.0,389.0,204.0,37.8,-15.0,-37.0,-22.0,-3.6,-4.0,6.0,10.0,0.6,-19.0,-31.0,-12.0,-3.0,0.0,0.0,66.8,0.0,0.0,52.7,0.0,59.9,0.0,-33.0,0.0,-37.0,6.0,-64.0,-6.2,0.0
