obcina,leto,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women
šempeter - vrtojba,2018,225.5,249.1,197.5,36.7,41.8,30.8,63.3,58.2,69.2
šempeter - vrtojba,2019,214.1,224.8,201.1,36,39.8,31.3,64,60.2,68.7
šempeter - vrtojba,2020,221.2,234,205.6,36.2,40.5,30.9,63.8,59.5,69.1
šempeter - vrtojba,2021,225.6,235.8,212.9,36.2,40,31.4,63.8,60,68.6
šempeter - vrtojba,2022,227.3,239.2,212.7,36.6,40.3,32.1,63.4,59.7,67.9
šempeter - vrtojba,2023,221.7,230.7,210.8,35.5,38.8,31.6,64.5,61.2,68.4
šempeter - vrtojba,2024,210.8,218.3,201.8,33.9,36.7,30.6,66.1,63.3,69.4
šentilj,2000,91.9,90.2,94,59.1,56.3,62.7,40.9,43.7,37.3
šentilj,2001,91.4,88.4,95.4,58,55,61.8,42,45,38.2
šentilj,2002,86.8,84,90.3,55.2,52.5,58.5,44.8,47.5,41.5
šentilj,2003,77.8,75.2,81,51.5,49.9,53.6,48.5,50.1,46.4
šentilj,2004,72.4,68.5,77.3,49,46.7,52,51,53.3,48
šentilj,2005,69.9,67.2,73.3,46.8,44.8,49.3,53.2,55.2,50.7
šentilj,2006,66.4,63.9,69.6,43.9,42.1,46.3,56.1,57.9,53.7
šentilj,2007,68.3,66.5,70.7,42,39.7,44.8,58,60.3,55.2
šentilj,2008,64.7,61.9,68,39.5,37,42.6,60.5,63,57.4
šentilj,2009,65,63.9,66.3,39.6,37.9,41.7,60.4,62.1,58.3
šentilj,2010,63.8,62.2,65.7,38.7,37.2,40.6,61.3,62.8,59.4
šentilj,2011,64.7,64,65.6,39.6,38.8,40.5,60.4,61.2,59.5
šentilj,2012,61.8,62.3,61.1,39.3,39.3,39.2,60.7,60.7,60.8
šentilj,2013,62.7,63.5,61.7,39.2,39.1,39.3,60.8,60.9,60.7
šentilj,2014,63.9,64.9,62.8,38.6,38.6,38.6,61.4,61.4,61.4
šentilj,2015,68.7,69.5,67.8,38.4,37.9,39.1,61.6,62.1,60.9
šentilj,2016,68.9,69.4,68.2,37.3,36.3,38.4,62.7,63.7,61.6
šentilj,2017,67,67.4,66.5,35.8,35,36.7,64.2,65,63.3
šentilj,2018,66.9,68.6,65,35.3,35,35.6,64.7,65,64.4
šentilj,2019,64.1,66.7,61.2,34.2,33.7,34.8,65.8,66.3,65.2
šentilj,2020,62.5,65.6,59,33.3,32.7,33.9,66.7,67.3,66.1
šentilj,2021,60.7,63.3,57.9,30.9,30.7,31.1,69.1,69.3,68.9
šentilj,2022,58.9,59.9,57.8,28.7,28.6,28.8,71.3,71.4,71.2
šentilj,2023,62.6,65.5,59.5,28.2,28.1,28.2,71.8,71.9,71.8
šentilj,2024,63.3,68.5,57.7,27.4,27.6,27.1,72.6,72.4,72.9
šentjernej,2000,51.7,45.8,58.5,37.6,32.8,43.2,62.4,67.2,56.8
šentjernej,2001,52.2,47.5,57.9,36.4,32.6,41,63.6,67.4,59
šentjernej,2002,54.5,50,59.8,36.9,33,41.7,63.1,67,58.3
šentjernej,2003,57.3,54,61.2,37.9,34,42.5,62.1,66,57.5
šentjernej,2004,59.1,58.4,60,37.2,34,41.1,62.8,66,58.9
šentjernej,2005,58.9,58.6,59.3,36.3,34.3,38.7,63.7,65.7,61.3
šentjernej,2006,59.3,60.7,57.5,35.7,34.2,37.5,64.3,65.8,62.5
šentjernej,2007,60.4,60.8,60,35.4,34.1,37,64.6,65.9,63
šentjernej,2008,58.8,58,59.8,34.1,33.3,35.2,65.9,66.7,64.8
šentjernej,2009,59.4,59.6,59.1,33.4,33.2,33.6,66.6,66.8,66.4
šentjernej,2010,58.3,59.4,56.8,31.6,32,31.1,68.4,68,68.9
šentjernej,2011,57.8,59.1,56.1,31.4,32.1,30.5,68.6,67.9,69.5
šentjernej,2012,58.8,61.9,55,31.7,33.2,29.9,68.3,66.8,70.1
šentjernej,2013,59.5,63.1,55,31.4,33.3,29,68.6,66.7,71
šentjernej,2014,57.4,60.8,53.1,30.9,32.4,29.1,69.1,67.6,70.9
šentjernej,2015,59,62.5,54.7,31.2,32.8,29.3,68.8,67.2,70.7
šentjernej,2016,62.9,68.2,56.4,32.1,33.8,30.1,67.9,66.2,69.9
šentjernej,2017,65.7,70.2,60.3,31.7,32.7,30.5,68.3,67.3,69.5
šentjernej,2018,67.2,72.4,61,31.1,32.6,29.3,68.9,67.4,70.7
šentjernej,2019,65.3,71.3,58,30.3,31.7,28.6,69.7,68.3,71.4
šentjernej,2020,65.8,72,58.6,30,31.7,28.1,70,68.3,71.9
šentjernej,2021,68.5,74.6,61.4,30.1,31.6,28.4,69.9,68.4,71.6
šentjernej,2022,68.7,72.6,63.9,30.4,31.4,29,69.6,68.6,71
šentjernej,2023,68.3,72.1,63.6,29.7,30.5,28.7,70.3,69.5,71.3
šentjernej,2024,69.5,73,65.2,30.3,31.8,28.5,69.7,68.2,71.5
šentjur,2000,66.4,64.5,69,45.3,43.3,47.9,54.7,56.7,52.1
šentjur,2001,64.1,63.6,64.9,43.5,42.3,45.2,56.5,57.7,54.8
šentjur,2002,62.9,62.4,63.6,42.1,40.9,43.8,57.9,59.1,56.2
šentjur,2003,62.3,62.2,62.5,41.4,40.3,42.9,58.6,59.7,57.1
šentjur,2004,61.3,60.1,62.8,40.6,39.1,42.7,59.4,60.9,57.3
šentjur,2005,61,60.3,61.9,39.8,38.6,41.5,60.2,61.4,58.5
šentjur,2006,60.8,60.2,61.7,39.2,38,40.9,60.8,62,59.1
šentjur,2007,61,61.2,60.7,38.3,37.6,39.2,61.7,62.4,60.8
šentjur,2008,60.7,61.7,59.4,38,37.4,38.6,62,62.6,61.4
šentjur,2009,59.6,60.1,59.1,37.3,36.6,38.1,62.7,63.4,61.9
šentjur,2010,58.8,58.1,59.6,36.2,35.1,37.7,63.8,64.9,62.3
šentjur,2011,57.2,55.1,59.7,35.2,34,36.6,64.8,66,63.4
šentjur,2012,57.1,54.5,60.2,34.5,32.4,37.1,65.5,67.6,62.9
šentjur,2013,57.7,55.3,60.7,35.1,33.2,37.4,64.9,66.8,62.6
šentjur,2014,58.6,55.8,62,34.3,32.9,36,65.7,67.1,64
šentjur,2015,59.3,57.6,61.4,34.4,32.5,36.6,65.6,67.5,63.4
šentjur,2016,60,59.2,60.9,33.6,32.2,35.2,66.4,67.8,64.8
šentjur,2017,60.2,60,60.4,33.4,32.8,34.2,66.6,67.2,65.8
šentjur,2018,61.4,61,62,33.9,33.6,34.2,66.1,66.4,65.8
šentjur,2019,61.6,61,62.4,33.3,33,33.8,66.7,67,66.2
šentjur,2020,62.1,61.8,62.4,33.4,33.7,33,66.6,66.3,67
šentjur,2021,62.4,63.1,61.5,32.7,33.4,31.9,67.3,66.6,68.1
šentjur,2022,63,64.2,61.6,32.8,33.5,31.9,67.2,66.5,68.1
šentjur,2023,61.5,62.7,59.9,32.1,33,31.1,67.9,67,68.9
šentjur,2024,62.6,64.5,60.2,32.1,33.6,30.2,67.9,66.4,69.8
šentrupert,2000,-,-,-,-,-,-,-,-,-
šentrupert,2001,-,-,-,-,-,-,-,-,-
šentrupert,2002,-,-,-,-,-,-,-,-,-
šentrupert,2003,-,-,-,-,-,-,-,-,-
šentrupert,2004,-,-,-,-,-,-,-,-,-
šentrupert,2005,-,-,-,-,-,-,-,-,-
šentrupert,2006,-,-,-,-,-,-,-,-,-
šentrupert,2007,74.3,93.3,49.8,24.4,30.5,16.5,75.6,69.5,83.5
šentrupert,2008,77.6,96.8,52.8,25.5,31.3,17.9,74.5,68.7,82.1
šentrupert,2009,75.9,94,51.3,25.6,30.8,18.5,74.4,69.2,81.5
šentrupert,2010,86.7,103.4,62.5,26.5,30.7,20.3,73.5,69.3,79.7
šentrupert,2011,84.4,102.2,59.5,25.6,30.2,19.3,74.4,69.8,80.7
šentrupert,2012,80,98.4,53.7,25.2,29.9,18.6,74.8,70.1,81.4
šentrupert,2013,79,98,52.7,26.1,30.8,19.7,73.9,69.2,80.3
šentrupert,2014,77.9,96.8,52.6,24.8,29.3,18.8,75.2,70.7,81.2
šentrupert,2015,79.3,99.6,51.9,25.2,30.6,17.9,74.8,69.4,82.1
šentrupert,2016,82.8,105.5,53.2,24.6,29.8,17.7,75.4,70.2,82.3
šentrupert,2017,79.8,103.1,49.7,24.3,30.1,16.9,75.7,69.9,83.1
šentrupert,2018,81.5,100.2,55.9,24.9,29.2,19,75.1,70.8,81
šentrupert,2019,83.9,105.8,54.2,26.3,31.7,19,73.7,68.3,81
šentrupert,2020,84.5,109.9,52.8,24.9,30.1,18.4,75.1,69.9,81.6
šentrupert,2021,86.2,105.3,60.6,26.5,31.3,19.9,73.5,68.7,80.1
šentrupert,2022,85.1,106.8,56.5,26.2,31.6,19.1,73.8,68.4,80.9
šentrupert,2023,84.3,106.3,56.4,26.8,32.3,19.9,73.2,67.7,80.1
šentrupert,2024,88,111.7,59.2,27,34.4,17.9,73,65.6,82.1
šenčur,2000,37,41.8,31.5,15.4,17.4,13.2,84.6,82.6,86.8
šenčur,2001,37.8,43.9,30.9,15.4,17.5,12.9,84.6,82.5,87.1
šenčur,2002,37.3,41.6,32.4,15.5,17.5,13.3,84.5,82.5,86.7
šenčur,2003,38.8,43.3,33.8,15.9,17.6,13.9,84.1,82.4,86.1
šenčur,2004,41.6,46.1,36.4,16.3,18.1,14.1,83.7,81.9,85.9
šenčur,2005,45.1,50.6,38.6,16.7,18.2,14.9,83.3,81.8,85.1
šenčur,2006,46,53.6,37.1,17.1,19.2,14.7,82.9,80.8,85.3
šenčur,2007,54.2,63.7,42.9,18.3,20.7,15.5,81.7,79.3,84.5
šenčur,2008,55.6,64.8,44.4,19.4,22.4,15.8,80.6,77.6,84.2
šenčur,2009,58.4,68.2,45.6,20.3,23.8,15.7,79.7,76.2,84.3
šenčur,2010,64.3,73.9,52.5,20.7,24.3,16.2,79.3,75.7,83.8
šenčur,2011,65.9,77.5,52,21.5,24.8,17.6,78.5,75.2,82.4
šenčur,2012,69.5,82.7,54,21.8,25,18.1,78.2,75,81.9
šenčur,2013,69.2,82,54.2,22.6,25.9,18.8,77.4,74.1,81.2
šenčur,2014,68.5,81.5,53.3,23,26.2,19.1,77,73.8,80.9
šenčur,2015,66.2,79.4,50.9,23.2,26.7,19.1,76.8,73.3,80.9
šenčur,2016,68.3,80.6,53.9,23.1,26.6,19,76.9,73.4,81
šenčur,2017,69.7,83.6,53.6,22.1,25.1,18.7,77.9,74.9,81.3
šenčur,2018,71,84.3,55.4,21.1,23.9,17.8,78.9,76.1,82.2
šenčur,2019,72.1,85.1,56.7,21.5,24.7,17.6,78.5,75.3,82.4
šenčur,2020,73.2,87.1,57.1,21.2,24.1,17.8,78.8,75.9,82.2
šenčur,2021,74.3,88.2,58.2,20.9,23.7,17.5,79.1,76.3,82.5
šenčur,2022,75.4,88.3,60.1,21.8,24.7,18.3,78.2,75.3,81.7
šenčur,2023,77.4,92.2,60.6,22.4,25.7,18.6,77.6,74.3,81.4
šenčur,2024,78.2,92.8,61.8,22.8,26.2,19,77.2,73.8,81
škocjan,2000,42.9,50.6,32.5,24.8,29.3,18.7,75.2,70.7,81.3
škocjan,2001,41.2,48.5,30.9,23.2,27.7,16.9,76.8,72.3,83.1
škocjan,2002,40.2,46.3,31.9,22.6,25.9,18.1,77.4,74.1,81.9
škocjan,2003,39.7,46.5,30.2,22.6,26,17.9,77.4,74,82.1
škocjan,2004,37.9,44.8,28.4,21.4,25,16.5,78.6,75,83.5
škocjan,2005,37.3,42.2,30.5,20.6,23.3,16.8,79.4,76.7,83.2
škocjan,2006,38,43.5,30.3,20.6,23.7,16.4,79.4,76.3,83.6
škocjan,2007,36.9,41.3,30.9,19,21.6,15.6,81,78.4,84.4
škocjan,2008,37.1,42.4,30.1,18.8,21.5,15.1,81.2,78.5,84.9
škocjan,2009,40.9,48.1,30.5,18.9,21.6,15.1,81.1,78.4,84.9
škocjan,2010,54.4,70.8,32.1,19.1,22.5,14.4,80.9,77.5,85.6
škocjan,2011,40.4,48.9,29.4,18.8,21.4,15.5,81.2,78.6,84.5
škocjan,2012,40.2,48.9,29.5,18.8,20.4,16.7,81.2,79.6,83.3
škocjan,2013,40.7,49.2,30,19.6,21.7,16.9,80.4,78.3,83.1
škocjan,2014,37.6,43.8,29.7,18.9,21.1,16.2,81.1,78.9,83.8
škocjan,2015,35.2,38.2,31.4,18.5,20.4,16.2,81.5,79.6,83.8
škocjan,2016,33.6,36.5,30,18.1,20.3,15.3,81.9,79.7,84.7
škocjan,2017,32.4,35,29.1,16.5,18.1,14.5,83.5,81.9,85.5
škocjan,2018,31.8,33.5,29.8,16.1,18,13.7,83.9,82,86.3
škocjan,2019,32.3,35.1,28.9,16.3,18.5,13.6,83.7,81.5,86.4
škocjan,2020,33.9,37.9,29.1,15.5,17.9,12.5,84.5,82.1,87.5
škocjan,2021,33.9,36.9,30.2,15.8,18.6,12.3,84.2,81.4,87.7
škocjan,2022,33.7,34.8,32.3,16.1,18.8,12.7,83.9,81.3,87.3
škocjan,2023,31.8,32.7,30.6,15.1,17.4,12.2,84.9,82.6,87.8
škocjan,2024,35.1,37.5,32.2,16.2,18.7,13,83.8,81.3,87
škofja loka,2000,95.9,100.3,90.9,56.9,56.4,57.6,43.1,43.6,42.4
škofja loka,2001,98.5,104.2,91.8,56.6,56.4,56.8,43.4,43.6,43.2
škofja loka,2002,97,104.1,88.5,55.1,55.7,54.3,44.9,44.3,45.7
škofja loka,2003,97.1,105.6,86.7,54,54.8,53,46,45.2,47
škofja loka,2004,95.9,104.5,85.4,52.4,53.3,51.4,47.6,46.7,48.6
škofja loka,2005,93.9,103,82.8,50.4,51.8,48.6,49.6,48.2,51.4
škofja loka,2006,94.9,105,82.9,49.3,50.7,47.6,50.7,49.3,52.4
škofja loka,2007,92.9,101.5,82.6,48,49.5,46.2,52,50.5,53.8
škofja loka,2008,88.8,96.6,79.3,45.9,47,44.7,54.1,53,55.3
škofja loka,2009,85.1,92.6,76.1,43.5,44.7,42,56.5,55.3,58
škofja loka,2010,85.7,94.5,75.4,43.3,45.4,40.8,56.7,54.6,59.2
škofja loka,2011,86.3,95.1,75.9,43.4,45.6,40.8,56.6,54.4,59.2
škofja loka,2012,89.1,100.1,76.4,43.5,46.1,40.6,56.5,53.9,59.4
škofja loka,2013,91.3,102.7,78.1,43.9,46.6,40.8,56.1,53.4,59.2
škofja loka,2014,92.1,103.1,79.5,43.9,46.1,41.3,56.1,53.9,58.7
škofja loka,2015,94.1,106.3,80.2,44.2,47,41,55.8,53,59
škofja loka,2016,94.1,105.7,80.8,43.5,45.9,40.9,56.5,54.1,59.1
škofja loka,2017,95,106.5,81.8,43.3,45.7,40.6,56.7,54.3,59.4
škofja loka,2018,97.7,109.7,83.6,43.4,46.2,40.1,56.6,53.8,59.9
škofja loka,2019,98.1,110.3,83.9,43,45.5,40.2,57,54.5,59.8
škofja loka,2020,98.6,110.6,84.7,42.4,45.1,39.2,57.6,54.9,60.8
škofja loka,2021,97.7,109.2,84.1,41.5,44.3,38.2,58.5,55.7,61.8
škofja loka,2022,100.8,112.5,87,42.2,45.5,38.4,57.8,54.5,61.6
škofja loka,2023,99.1,110.4,85.8,41.8,44.8,38.3,58.2,55.2,61.7
škofja loka,2024,100.3,112.3,86.5,41.9,45,38.4,58.1,55,61.6
škofljica,2000,40.7,47.6,33.1,17.5,21,13.7,82.5,79,86.3
škofljica,2001,41.5,47.8,34.6,17.8,21.5,13.8,82.2,78.5,86.2
škofljica,2002,43.5,49.7,36.6,18.2,22.3,13.7,81.8,77.7,86.3
škofljica,2003,44.7,50.7,38,17.8,21.6,13.6,82.2,78.4,86.4
škofljica,2004,45.5,51.5,38.8,17.9,21.7,13.6,82.1,78.3,86.4
škofljica,2005,48,55.1,40.1,17.9,22.1,13.1,82.1,77.9,86.9
škofljica,2006,47.7,55,39.5,18.3,22.9,13.1,81.7,77.1,86.9
škofljica,2007,49,56.9,40.2,18.3,23.6,12.4,81.7,76.4,87.6
škofljica,2008,49.6,57.4,40.6,18.4,23.5,12.6,81.6,76.5,87.4
škofljica,2009,49.4,56.9,40.7,18.3,22.6,13.4,81.7,77.4,86.6
škofljica,2010,49.6,55.8,42.5,17.7,21.5,13.5,82.3,78.5,86.5
škofljica,2011,53.5,62.7,43.2,18.4,22.6,13.7,81.6,77.4,86.3
škofljica,2012,53.3,62.3,43.6,18.5,22.1,14.7,81.5,77.9,85.3
škofljica,2013,55.2,65.7,44.1,18.5,22,14.7,81.5,78,85.3
škofljica,2014,52.9,61,44.2,18.4,21.9,14.7,81.6,78.1,85.3
škofljica,2015,52,59.2,44.1,18.4,21.8,14.6,81.6,78.2,85.4
škofljica,2016,53.6,60,46.4,18.7,21.8,15.2,81.3,78.2,84.8
škofljica,2017,53.8,62,44.9,18.1,21.1,14.9,81.9,78.9,85.1
škofljica,2018,53.5,61.4,44.7,17.8,20.9,14.5,82.2,79.1,85.5
škofljica,2019,52.1,58.8,44.5,17.8,20.7,14.5,82.2,79.3,85.5
škofljica,2020,50.4,57.9,41.8,17.4,20.3,14.1,82.6,79.7,85.9
škofljica,2021,51.2,59,42.4,17.5,20.7,13.8,82.5,79.3,86.2
škofljica,2022,50.9,59.1,41.5,17.7,21.5,13.3,82.3,78.5,86.7
škofljica,2023,51.1,59.3,41.7,18,21.7,13.6,82,78.3,86.4
škofljica,2024,49.8,56.6,41.8,17.8,20.9,14.2,82.2,79.1,85.8
šmarje pri jelšah,2000,60.9,55.3,68,31.5,28.2,35.8,68.5,71.8,64.2
šmarje pri jelšah,2001,60.4,53.8,69.1,31.7,27.7,37,68.3,72.3,63
šmarje pri jelšah,2002,59.5,52.6,68.7,31.1,27.5,36,68.9,72.5,64
šmarje pri jelšah,2003,59.5,53.1,68,30.7,26.8,35.9,69.3,73.2,64.1
šmarje pri jelšah,2004,63.8,58.5,71,31.8,28.5,36.1,68.2,71.5,63.9
šmarje pri jelšah,2005,63.1,57.9,70,31.2,28.3,35.2,68.8,71.7,64.8
šmarje pri jelšah,2006,64.2,60.4,69.3,30.8,28.4,33.9,69.2,71.6,66.1
šmarje pri jelšah,2007,63.6,60.2,68.1,29.5,27.7,31.9,70.5,72.3,68.1
šmarje pri jelšah,2008,64.9,61.2,69.6,29,27.4,31.1,71,72.6,68.9
šmarje pri jelšah,2009,63.8,59.8,69,29.2,28,30.9,70.8,72,69.1
šmarje pri jelšah,2010,64.1,59.8,69.4,29.7,28.6,31.1,70.3,71.4,68.9
šmarje pri jelšah,2011,65.1,61.7,69.4,29.4,28,31.1,70.6,72,68.9
šmarje pri jelšah,2012,69.2,64.8,74.6,30.3,29,32,69.7,71,68
šmarje pri jelšah,2013,69.3,65.8,73.5,30.4,29,32.2,69.6,71,67.8
šmarje pri jelšah,2014,72.5,71,74.5,30.8,30.2,31.5,69.2,69.8,68.5
šmarje pri jelšah,2015,72.6,70.3,75.4,30.9,30.1,31.7,69.1,69.9,68.3
šmarje pri jelšah,2016,75.1,72,78.9,30.6,29.5,31.8,69.4,70.5,68.2
šmarje pri jelšah,2017,75.2,72.2,78.7,30.1,30,30.4,69.9,70,69.6
šmarje pri jelšah,2018,77.5,75.3,80,29.8,30,29.7,70.2,70,70.3
šmarje pri jelšah,2019,61.3,66.6,55.4,29.1,29.9,28.2,70.9,70.1,71.8
šmarje pri jelšah,2020,59.7,65.3,53.4,27.7,28.2,27,72.3,71.8,73
šmarje pri jelšah,2021,60.2,67.4,52.1,27.4,28.9,25.7,72.6,71.1,74.3
šmarje pri jelšah,2022,61.3,67.8,53.8,27.4,29.2,25.2,72.6,70.8,74.8
šmarje pri jelšah,2023,61.2,67.9,53.5,27.3,29.2,25.2,72.7,70.8,74.8
šmarje pri jelšah,2024,61.5,67,55.1,27.5,29,25.8,72.5,71,74.2
šmarješke toplice,2000,-,-,-,-,-,-,-,-,-
šmarješke toplice,2001,-,-,-,-,-,-,-,-,-
šmarješke toplice,2002,-,-,-,-,-,-,-,-,-
šmarješke toplice,2003,-,-,-,-,-,-,-,-,-
šmarješke toplice,2004,-,-,-,-,-,-,-,-,-
šmarješke toplice,2005,-,-,-,-,-,-,-,-,-
šmarješke toplice,2006,-,-,-,-,-,-,-,-,-
šmarješke toplice,2007,43.2,39.4,48.2,19.7,18.6,21,80.3,81.4,79
šmarješke toplice,2008,43.4,38.9,49.4,19.9,19.4,20.5,80.1,80.6,79.5
šmarješke toplice,2009,40.7,35.9,47,19.2,18.4,20.2,80.8,81.6,79.8
šmarješke toplice,2010,46.5,43.3,50.6,21.2,21,21.5,78.8,79,78.5
šmarješke toplice,2011,46.5,45.4,48,21.2,21.3,21,78.8,78.7,79
šmarješke toplice,2012,47.3,47.2,47.3,21.2,21.9,20.5,78.8,78.1,79.5
šmarješke toplice,2013,47.8,47.5,48.1,21.9,22.6,21,78.1,77.4,79
šmarješke toplice,2014,46.2,44.3,48.6,21.2,21.4,20.9,78.8,78.6,79.1
šmarješke toplice,2015,49.3,50.3,48,22.6,24.3,20.7,77.4,75.7,79.3
šmarješke toplice,2016,53,56,49.5,23.3,25.1,21.3,76.7,74.9,78.7
šmarješke toplice,2017,54.6,59.7,48.9,22.7,24.5,20.6,77.3,75.5,79.4
šmarješke toplice,2018,54.2,58.7,48.9,22,23.1,20.7,78,76.9,79.3
šmarješke toplice,2019,53.3,55,51.2,21.5,22.8,19.9,78.5,77.2,80.1
šmarješke toplice,2020,55.7,58.1,52.8,22.1,24.5,19.1,77.9,75.5,80.9
šmarješke toplice,2021,57.1,60.5,53.1,21.3,23.4,18.9,78.7,76.6,81.1
šmarješke toplice,2022,53,55.5,50,21.5,24,18.5,78.5,76,81.5
šmarješke toplice,2023,52.6,54.7,50,21.7,24.7,18,78.3,75.3,82
šmarješke toplice,2024,54.7,56.9,52.1,22.1,25.3,18.4,77.9,74.7,81.6
šmartno ob paki,2000,22.9,23.9,21.8,13.1,12.8,13.4,86.9,87.2,86.6
šmartno ob paki,2001,17.6,16.7,18.6,10.8,10.7,10.8,89.2,89.3,89.2
šmartno ob paki,2002,37.2,37.8,36.5,21.6,21.4,21.8,78.4,78.6,78.2
šmartno ob paki,2003,36.9,37.6,36.1,20.6,20.5,20.7,79.4,79.5,79.3
šmartno ob paki,2004,35.8,37.6,33.6,19.8,19.8,19.7,80.2,80.2,80.3
šmartno ob paki,2005,35.4,38.7,31.2,19.5,20.3,18.5,80.5,79.7,81.5
šmartno ob paki,2006,37.6,42.7,31.3,19.3,19.5,18.9,80.7,80.5,81.1
šmartno ob paki,2007,36.8,39.9,32.9,18.5,17.9,19.1,81.5,82.1,80.9
šmartno ob paki,2008,32.4,34.5,29.6,17.2,17.5,16.9,82.8,82.5,83.1
šmartno ob paki,2009,27.5,26.4,29,13.7,12.5,15.4,86.3,87.5,84.6
šmartno ob paki,2010,29.7,29.9,29.5,15.7,15.8,15.6,84.3,84.2,84.4
šmartno ob paki,2011,30,30.7,29.1,14.7,15.2,13.9,85.3,84.8,86.1
šmartno ob paki,2012,27.9,27.1,28.8,13.6,13.8,13.4,86.4,86.2,86.6
šmartno ob paki,2013,26.8,24.6,29.3,12.7,12,13.6,87.3,88,86.4
šmartno ob paki,2014,30.2,26.4,34.9,13.6,12.7,14.7,86.4,87.3,85.3
šmartno ob paki,2015,32.8,28.1,38.4,14.2,13.2,15.5,85.8,86.8,84.5
šmartno ob paki,2016,33.1,28.6,38.3,13.7,13.1,14.3,86.3,86.9,85.7
šmartno ob paki,2017,32.8,29.3,36.8,13.7,13.4,14.1,86.3,86.6,85.9
šmartno ob paki,2018,31.8,29.2,34.7,13.6,13.4,13.8,86.4,86.6,86.2
šmartno ob paki,2019,33.9,32,36,13.6,13.8,13.4,86.4,86.2,86.6
šmartno ob paki,2020,33.7,32,35.7,14.5,14.8,14.1,85.5,85.2,85.9
šmartno ob paki,2021,34.3,32,36.8,14.8,15.4,14.2,85.2,84.6,85.8
šmartno ob paki,2022,34.1,32.2,36.1,14.9,15.6,14,85.1,84.4,86
šmartno ob paki,2023,35.1,34.1,36.3,14.7,15.1,14.2,85.3,84.9,85.8
šmartno ob paki,2024,35,34.9,35.1,14.6,15.3,13.9,85.4,84.7,86.1
šmartno pri litiji,2000,-,-,-,-,-,-,-,-,-
šmartno pri litiji,2001,-,-,-,-,-,-,-,-,-
šmartno pri litiji,2002,53.7,50.1,58.4,32.2,30.9,33.8,67.8,69.1,66.2
šmartno pri litiji,2003,50.7,49,53,30,29.5,30.6,70,70.5,69.4
šmartno pri litiji,2004,46.2,46.7,45.6,25.9,26.8,24.8,74.1,73.2,75.2
šmartno pri litiji,2005,47.8,52,42.1,22.6,24.2,20.4,77.4,75.8,79.6
šmartno pri litiji,2006,48.3,52.4,42.8,22.7,24.2,20.7,77.3,75.8,79.3
šmartno pri litiji,2007,49.1,54.9,41.6,22.4,24.4,19.8,77.6,75.6,80.2
šmartno pri litiji,2008,47.9,52.1,42.5,23.7,25.4,21.4,76.3,74.6,78.6
šmartno pri litiji,2009,48.2,51.6,43.5,24.5,25.7,22.7,75.5,74.3,77.3
šmartno pri litiji,2010,47.5,50.5,43.6,23.3,24.1,22.3,76.7,75.9,77.7
šmartno pri litiji,2011,48.7,53.9,42.2,24,25.7,21.8,76,74.3,78.2
šmartno pri litiji,2012,48.8,53.1,43.3,23.5,25,21.6,76.5,75,78.4
šmartno pri litiji,2013,46.8,49.6,43.2,24.1,24.8,23.2,75.9,75.2,76.8
šmartno pri litiji,2014,49.1,51.6,45.9,25.5,26.2,24.6,74.5,73.8,75.4
šmartno pri litiji,2015,50.8,54.4,46.6,26.2,27.1,25,73.8,72.9,75
šmartno pri litiji,2016,51.6,54.7,48,26,27.2,24.5,74,72.8,75.5
šmartno pri litiji,2017,51.9,54.8,48.6,25.2,27.1,22.9,74.8,72.9,77.1
šmartno pri litiji,2018,51.5,54.1,48.3,25,26.6,23,75,73.4,77
šmartno pri litiji,2019,51.5,53.5,49,24.6,26.3,22.6,75.4,73.7,77.4
šmartno pri litiji,2020,52.5,55.3,49.2,23.9,25.7,21.9,76.1,74.3,78.1
šmartno pri litiji,2021,55.8,60.7,50.2,25.1,27.3,22.5,74.9,72.7,77.5
šmartno pri litiji,2022,55.4,60.2,49.9,24.7,26.9,22.1,75.3,73.1,77.9
šmartno pri litiji,2023,56.2,61,50.6,25,27.7,21.9,75,72.3,78.1
šmartno pri litiji,2024,56.3,60.3,51.6,25.1,27.9,22,74.9,72.1,78
šoštanj,2000,71.5,69.6,73.7,31.4,30.5,32.5,68.6,69.5,67.5
šoštanj,2001,71.5,68.5,75.4,31.7,30.7,32.9,68.3,69.3,67.1
šoštanj,2002,78.2,77.5,79,33.6,32.6,34.9,66.4,67.4,65.1
šoštanj,2003,78.4,77.8,79.2,33.2,32.5,34.1,66.8,67.5,65.9
šoštanj,2004,75.9,74.9,77.1,32.6,32.2,33.1,67.4,67.8,66.9
šoštanj,2005,68.2,68,68.4,30.9,31.7,29.9,69.1,68.3,70.1
šoštanj,2006,66.8,65.9,68.1,30.4,30.8,30,69.6,69.2,70
šoštanj,2007,66.1,67,64.9,30.1,31,28.8,69.9,69,71.2
šoštanj,2008,66.3,66.7,65.8,30.4,31.7,28.7,69.6,68.3,71.3
šoštanj,2009,62.3,60.9,64.3,29.4,29.7,28.9,70.6,70.3,71.1
