obcina,leto,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population
cirkulane,2017,-16,-21,19,-18,-7.7
cirkulane,2018,-4,41,27,64,27.3
cirkulane,2019,-8,-50,14,-44,-18.6
cirkulane,2020,-13,8,33,28,11.8
cirkulane,2021,-19,16,-12,-15,-6.3
cirkulane,2022,-17,-6,27,4,1.7
cirkulane,2023,-8,17,7,16,6.8
destrnik,1995,1,1,1,3,...
destrnik,1996,16,23,0,39,...
destrnik,1997,-14,28,-2,12,2.4
destrnik,1998,-10,30,1,21,4.2
destrnik,1999,-2,7,-1,4,1.6
destrnik,2000,-11,17,-5,1,0.4
destrnik,2001,0,31,-4,27,10.6
destrnik,2002,-1,34,-4,29,11.3
destrnik,2003,-11,39,0,28,10.7
destrnik,2004,-10,17,-2,5,1.9
destrnik,2005,4,30,3,37,14
destrnik,2006,-7,23,1,17,6.4
destrnik,2007,1,26,-5,22,8.2
destrnik,2008,-1,-16,11,-6,-2.2
destrnik,2009,9,21,-12,18,6.7
destrnik,2010,9,-28,-13,-32,-12.1
destrnik,2011,-2,-21,0,-23,-8.7
destrnik,2012,0,-31,-19,-50,-19.2
destrnik,2013,4,24,-1,27,10.3
destrnik,2014,-7,-23,-14,-44,-17.1
destrnik,2015,10,-17,-18,-25,-9.8
destrnik,2016,-4,15,-5,6,2.4
destrnik,2017,-1,14,-3,10,3.9
destrnik,2018,2,17,12,31,12
destrnik,2019,-2,49,10,57,21.8
destrnik,2020,-7,-4,9,-2,-0.8
destrnik,2021,-4,-23,12,-15,-5.7
destrnik,2022,-7,6,12,11,4.2
destrnik,2023,5,27,18,50,18.7
divača,1995,-26,18,9,1,...
divača,1996,-21,-7,3,-25,...
divača,1997,-20,17,4,1,0.3
divača,1998,-27,6,-1,-22,-5.8
divača,1999,-30,-6,-9,-45,-11.8
divača,2000,-22,5,4,-13,-3.4
divača,2001,-9,12,33,36,9.4
divača,2002,-34,-1,33,-2,-0.5
divača,2003,-20,20,29,29,7.4
divača,2004,-23,-8,-22,-53,-13.7
divača,2005,-37,9,18,-10,-2.6
divača,2006,-8,19,64,75,19.4
divača,2007,-18,-4,29,7,1.8
divača,2008,18,-21,50,47,12.2
divača,2009,11,-51,12,-28,-7.3
divača,2010,4,-6,15,13,3.3
divača,2011,-13,43,6,36,9.3
divača,2012,-2,-14,-2,-18,-4.6
divača,2013,10,4,25,39,9.9
divača,2014,6,4,8,18,4.6
divača,2015,3,-1,1,3,0.8
divača,2016,8,28,9,45,11.3
divača,2017,1,30,56,87,21.4
divača,2018,0,39,34,73,17.8
divača,2019,3,25,28,56,13.3
divača,2020,-2,51,65,114,26.8
divača,2021,6,11,33,50,11.6
divača,2022,10,43,25,78,17.7
divača,2023,-10,31,40,61,13.6
dobje,1995,-,-,-,-,...
dobje,1996,-,-,-,-,...
dobje,1997,-,-,-,-,-
dobje,1998,-,-,-,-,-
dobje,1999,-1,0,2,1,1
dobje,2000,-4,5,-1,0,0
dobje,2001,-8,4,0,-4,-3.9
dobje,2002,-8,4,2,-2,-2
dobje,2003,-5,1,2,-2,-2
dobje,2004,4,1,-1,4,4
dobje,2005,1,3,-2,2,2
dobje,2006,0,-7,0,-7,-6.9
dobje,2007,-6,-10,0,-16,-16
dobje,2008,2,-12,0,-10,-10.4
dobje,2009,-3,8,4,9,9.4
dobje,2010,6,9,-1,14,14.5
dobje,2011,3,-3,0,0,0
dobje,2012,2,-11,1,-8,-8.2
dobje,2013,4,-3,-1,0,0
dobje,2014,8,14,3,25,25.5
dobje,2015,2,-7,-7,-12,-12.2
dobje,2016,-1,0,-3,-4,-4.1
dobje,2017,-9,-3,0,-12,-12.4
dobje,2018,4,-5,2,1,1
dobje,2019,5,-24,2,-17,-17.6
dobje,2020,-3,-15,5,-13,-13.8
dobje,2021,9,1,-2,8,8.4
dobje,2022,4,18,5,27,28.4
dobje,2023,11,-12,2,1,1
dobrepolje,1995,5,-3,-1,1,...
dobrepolje,1996,0,0,0,0,...
dobrepolje,1997,8,15,1,24,6.9
dobrepolje,1998,3,6,1,10,2.8
dobrepolje,1999,-8,26,-2,16,4.6
dobrepolje,2000,0,10,2,12,3.4
dobrepolje,2001,-2,29,-7,20,5.6
dobrepolje,2002,-9,45,3,39,11
dobrepolje,2003,9,35,1,45,12.5
dobrepolje,2004,14,12,0,26,7.1
dobrepolje,2005,12,3,3,18,4.9
dobrepolje,2006,2,12,18,32,8.7
dobrepolje,2007,-18,-10,17,-11,-3
dobrepolje,2008,-2,75,17,90,23.9
dobrepolje,2009,-30,94,6,70,18.3
dobrepolje,2010,-8,27,2,21,5.4
dobrepolje,2011,0,49,-9,40,10.2
dobrepolje,2012,-23,22,7,6,1.5
dobrepolje,2013,-12,33,-5,16,4.1
dobrepolje,2014,-13,-6,2,-17,-4.3
dobrepolje,2015,-27,-11,0,-38,-9.7
dobrepolje,2016,-7,-30,8,-29,-7.4
dobrepolje,2017,-11,27,-5,11,2.8
dobrepolje,2018,-28,-3,7,-24,-6.2
dobrepolje,2019,-21,33,5,17,4.4
dobrepolje,2020,-33,38,5,10,2.6
dobrepolje,2021,-37,8,12,-17,-4.4
dobrepolje,2022,-38,41,43,46,11.8
dobrepolje,2023,-26,39,0,13,3.3
dobrna,1995,-,-,-,-,...
dobrna,1996,-,-,-,-,...
dobrna,1997,-,-,-,-,-
dobrna,1998,-,-,-,-,-
dobrna,1999,-7,16,4,13,6.3
dobrna,2000,6,8,5,19,9.1
dobrna,2001,5,4,-3,6,2.9
dobrna,2002,9,8,3,20,9.4
dobrna,2003,-8,-3,3,-8,-3.8
dobrna,2004,-11,4,8,1,0.5
dobrna,2005,0,1,-5,-4,-1.9
dobrna,2006,3,-7,-1,-5,-2.4
dobrna,2007,-1,36,1,36,17.1
dobrna,2008,3,74,4,81,37.5
dobrna,2009,6,-2,1,5,2.3
dobrna,2010,-2,4,-1,1,0.5
dobrna,2011,-1,1,2,2,0.9
dobrna,2012,13,-7,-1,5,2.3
dobrna,2013,5,12,4,21,9.6
dobrna,2014,-4,-40,-6,-50,-22.8
dobrna,2015,6,19,3,28,12.8
dobrna,2016,6,32,-4,34,15.2
dobrna,2017,1,-13,-6,-18,-8.1
dobrna,2018,-6,21,3,18,8.1
dobrna,2019,10,-4,2,8,3.6
dobrna,2020,4,-3,15,16,7.1
dobrna,2021,5,-5,25,25,11
dobrna,2022,4,-10,15,9,3.9
dobrna,2023,5,1,11,17,7.3
dobrova - polhov gradec,1995,35,54,2,91,...
dobrova - polhov gradec,1996,41,41,1,83,...
dobrova - polhov gradec,1997,58,14,-1,71,8.1
dobrova - polhov gradec,1998,49,66,-4,111,12.6
dobrova - polhov gradec,1999,29,80,1,110,17.4
dobrova - polhov gradec,2000,25,74,-1,98,15.2
dobrova - polhov gradec,2001,32,69,9,110,16.8
dobrova - polhov gradec,2002,31,57,0,88,13.2
dobrova - polhov gradec,2003,26,50,2,78,11.6
dobrova - polhov gradec,2004,21,51,-2,70,10.3
dobrova - polhov gradec,2005,19,36,5,60,8.7
dobrova - polhov gradec,2006,21,51,6,78,11.2
dobrova - polhov gradec,2007,33,37,19,89,12.6
dobrova - polhov gradec,2008,55,40,52,147,20.6
dobrova - polhov gradec,2009,57,14,9,80,11
dobrova - polhov gradec,2010,53,2,-23,32,4.4
dobrova - polhov gradec,2011,56,70,1,127,17.2
dobrova - polhov gradec,2012,42,40,10,92,12.3
dobrova - polhov gradec,2013,39,-63,-30,-54,-7.2
dobrova - polhov gradec,2014,52,44,-6,90,11.9
dobrova - polhov gradec,2015,44,-29,-6,9,1.2
dobrova - polhov gradec,2016,38,12,-14,36,4.7
dobrova - polhov gradec,2017,35,29,-17,47,6.1
dobrova - polhov gradec,2018,18,-20,2,0,0
dobrova - polhov gradec,2019,26,53,54,133,17.2
dobrova - polhov gradec,2020,20,10,14,44,5.6
dobrova - polhov gradec,2021,26,-22,-8,-4,-0.5
dobrova - polhov gradec,2022,30,51,22,103,13.1
dobrova - polhov gradec,2023,7,74,9,90,11.3
dobrovnik/dobronak,1995,-,-,-,-,...
dobrovnik/dobronak,1996,-,-,-,-,...
dobrovnik/dobronak,1997,-,-,-,-,-
dobrovnik/dobronak,1998,-,-,-,-,-
dobrovnik/dobronak,1999,-13,11,0,-2,-1.4
dobrovnik/dobronak,2000,-13,3,-2,-12,-8.5
dobrovnik/dobronak,2001,-11,4,-5,-12,-8.6
dobrovnik/dobronak,2002,-3,1,-8,-10,-7.2
dobrovnik/dobronak,2003,-13,9,-2,-6,-4.3
dobrovnik/dobronak,2004,-4,7,-1,2,1.4
dobrovnik/dobronak,2005,-6,-4,13,3,2.2
dobrovnik/dobronak,2006,-5,7,1,3,2.2
dobrovnik/dobronak,2007,-1,-13,7,-7,-5.1
dobrovnik/dobronak,2008,-4,-6,-2,-12,-8.8
dobrovnik/dobronak,2009,-6,-13,-1,-20,-15
dobrovnik/dobronak,2010,1,15,-4,12,9.1
dobrovnik/dobronak,2011,-3,3,0,0,0
dobrovnik/dobronak,2012,4,-3,-20,-19,-14.2
dobrovnik/dobronak,2013,-7,-23,-10,-40,-31.1
dobrovnik/dobronak,2014,-8,-13,21,0,0
dobrovnik/dobronak,2015,6,3,-12,-3,-2.4
dobrovnik/dobronak,2016,-1,12,-14,-3,-2.4
dobrovnik/dobronak,2017,-7,30,-6,17,13.3
dobrovnik/dobronak,2018,7,-15,1,-7,-5.4
dobrovnik/dobronak,2019,-7,12,-5,0,0
dobrovnik/dobronak,2020,-3,3,11,11,8.6
dobrovnik/dobronak,2021,-12,-21,2,-31,-24.1
dobrovnik/dobronak,2022,-2,-2,-5,-9,-7.1
dobrovnik/dobronak,2023,-8,4,10,6,4.8
dol pri ljubljani,1995,-2,42,2,42,...
dol pri ljubljani,1996,5,32,4,41,...
dol pri ljubljani,1997,11,45,1,57,14.2
dol pri ljubljani,1998,18,51,1,70,17.2
dol pri ljubljani,1999,11,35,1,47,11.4
dol pri ljubljani,2000,24,81,4,109,25.9
dol pri ljubljani,2001,6,38,1,45,10.4
dol pri ljubljani,2002,22,52,-5,69,15.8
dol pri ljubljani,2003,2,80,-3,79,17.9
dol pri ljubljani,2004,27,110,1,138,30.5
dol pri ljubljani,2005,-7,129,-3,119,25.4
dol pri ljubljani,2006,40,130,15,185,38.5
dol pri ljubljani,2007,36,116,20,172,34.3
dol pri ljubljani,2008,52,35,42,129,25
dol pri ljubljani,2009,39,80,13,132,25
dol pri ljubljani,2010,29,65,17,111,20.6
dol pri ljubljani,2011,54,34,6,94,17
dol pri ljubljani,2012,62,52,-6,108,19.2
dol pri ljubljani,2013,32,75,4,111,19.4
dol pri ljubljani,2014,58,13,11,82,14.1
dol pri ljubljani,2015,47,27,-2,72,12.2
dol pri ljubljani,2016,28,21,-25,24,4
dol pri ljubljani,2017,24,30,-4,50,8.4
dol pri ljubljani,2018,34,158,17,209,34.1
dol pri ljubljani,2019,16,37,37,90,14.3
dol pri ljubljani,2020,19,15,25,59,9.3
dol pri ljubljani,2021,40,-45,-18,-23,-3.6
dol pri ljubljani,2022,6,-1,0,5,0.8
dol pri ljubljani,2023,23,27,26,76,11.9
dolenjske toplice,1995,-,-,-,-,...
dolenjske toplice,1996,-,-,-,-,...
dolenjske toplice,1997,-,-,-,-,-
dolenjske toplice,1998,-,-,-,-,-
dolenjske toplice,1999,-10,6,-4,-8,-2.4
dolenjske toplice,2000,17,12,-4,25,7.6
dolenjske toplice,2001,7,9,3,19,5.7
dolenjske toplice,2002,8,-1,3,10,3
dolenjske toplice,2003,-13,3,9,-1,-0.3
dolenjske toplice,2004,7,33,-3,37,10.9
dolenjske toplice,2005,6,16,-3,19,5.6
dolenjske toplice,2006,18,-18,-5,-5,-1.5
dolenjske toplice,2007,-9,-7,25,9,2.6
dolenjske toplice,2008,11,7,24,42,12.3
dolenjske toplice,2009,4,-10,5,-1,-0.3
dolenjske toplice,2010,1,-2,11,10,2.9
dolenjske toplice,2011,23,-57,-1,-35,-10.3
dolenjske toplice,2012,16,-3,-3,10,2.9
dolenjske toplice,2013,1,-17,4,-12,-3.5
dolenjske toplice,2014,11,-6,-3,2,0.6
dolenjske toplice,2015,13,7,-2,18,5.3
dolenjske toplice,2016,14,26,0,40,11.7
dolenjske toplice,2017,10,-21,0,-11,-3.2
dolenjske toplice,2018,6,18,29,53,15.3
dolenjske toplice,2019,10,21,31,62,17.6
dolenjske toplice,2020,-22,42,16,36,10.1
dolenjske toplice,2021,2,-12,12,2,0.6
dolenjske toplice,2022,-6,-7,33,20,5.6
dolenjske toplice,2023,6,-21,22,7,1.9
domžale,1995,165,150,20,335,...
domžale,1996,134,76,3,213,...
domžale,1997,125,179,3,307,9.7
domžale,1998,102,128,-16,214,6.7
domžale,1999,113,86,35,234,8
domžale,2000,70,129,14,213,7.2
domžale,2001,98,53,33,184,6.2
domžale,2002,115,71,20,206,6.9
domžale,2003,117,168,47,332,11
domžale,2004,124,264,40,428,14
domžale,2005,133,438,88,659,21.1
domžale,2006,183,302,123,608,19.1
domžale,2007,152,202,266,620,19.1
domžale,2008,229,55,347,631,19.3
domžale,2009,198,37,178,413,12.3
domžale,2010,183,158,33,374,11.1
domžale,2011,170,103,15,288,8.4
domžale,2012,169,45,23,237,6.9
domžale,2013,116,146,29,291,8.4
domžale,2014,159,119,4,282,8.1
domžale,2015,91,174,-24,241,6.9
domžale,2016,124,147,-34,237,6.7
domžale,2017,89,116,-43,162,4.5
domžale,2018,157,199,230,586,16.3
domžale,2019,120,94,200,414,11.4
domžale,2020,51,-300,275,26,0.7
domžale,2021,71,87,65,223,6.1
domžale,2022,25,260,285,570,15.3
domžale,2023,31,165,145,341,9
dornava,1995,-7,3,2,-2,...
dornava,1996,3,7,-1,9,...
dornava,1997,-3,6,0,3,1.1
dornava,1998,9,-12,1,-2,-0.8
dornava,1999,5,23,2,30,11.3
dornava,2000,-13,-1,3,-11,-4.1
dornava,2001,-7,8,-1,0,0
dornava,2002,-3,-8,0,-11,-4.1
dornava,2003,-2,3,0,1,0.4
dornava,2004,-9,35,0,26,9.8
dornava,2005,-6,6,0,0,0
dornava,2006,-4,2,0,-2,-0.7
dornava,2007,8,-4,-1,3,1.1
dornava,2008,4,8,5,17,5.8
dornava,2009,4,0,-5,-1,-0.3
dornava,2010,6,-30,-3,-27,-9.2
dornava,2011,1,38,1,40,13.5
dornava,2012,-10,-38,-13,-61,-20.7
dornava,2013,-7,-5,-6,-18,-6.2
dornava,2014,6,34,-16,24,8.3
dornava,2015,-6,-5,-23,-34,-11.7
dornava,2016,-2,26,-1,23,7.9
dornava,2017,3,-13,-10,-20,-6.9
dornava,2018,-7,6,8,7,2.4
dornava,2019,-7,6,9,8,2.8
dornava,2020,-19,-5,11,-13,-4.5
dornava,2021,-8,-5,-1,-14,-4.9
dornava,2022,-13,6,33,26,8.9
dornava,2023,-13,-13,15,-11,-3.7
dravograd,1995,14,7,1,22,...
dravograd,1996,10,50,1,61,...
dravograd,1997,18,3,-4,17,2
dravograd,1998,14,-11,0,3,0.3
dravograd,1999,4,26,18,48,5.5
dravograd,2000,25,9,13,47,5.4
dravograd,2001,-1,35,-14,20,2.3
dravograd,2002,-12,1,-32,-43,-4.9
dravograd,2003,-12,8,-10,-14,-1.6
dravograd,2004,10,24,-14,20,2.3
dravograd,2005,-4,18,9,23,2.6
dravograd,2006,27,15,27,69,7.8
dravograd,2007,29,-34,33,28,3.2
dravograd,2008,-3,-44,95,48,5.3
dravograd,2009,-10,3,59,52,5.7
dravograd,2010,-13,-3,-19,-35,-3.9
dravograd,2011,-2,25,11,34,3.8
dravograd,2012,-16,-70,5,-81,-8.9
dravograd,2013,-27,-38,-14,-79,-8.8
dravograd,2014,-7,0,-24,-31,-3.5
dravograd,2015,-20,20,5,5,0.6
dravograd,2016,-25,31,-35,-29,-3.2
dravograd,2017,-32,-14,-14,-60,-6.8
dravograd,2018,-44,-11,39,-16,-1.8
dravograd,2019,-35,68,67,100,11.3
dravograd,2020,-87,-30,83,-34,-3.8
dravograd,2021,-44,64,21,41,4.6
dravograd,2022,-57,-3,42,-18,-2
dravograd,2023,-76,-9,37,-48,-5.4
duplek,1995,11,55,4,70,...
duplek,1996,-11,30,2,21,...
duplek,1997,1,52,-2,51,8.8
duplek,1998,-10,7,2,-1,-0.2
duplek,1999,-26,70,3,47,8
duplek,2000,-2,74,0,72,12.2
duplek,2001,-14,54,0,40,6.7
duplek,2002,9,47,0,56,9.3
duplek,2003,-16,65,-2,47,7.7
duplek,2004,10,56,1,67,10.9
duplek,2005,-1,54,-3,50,8.1
duplek,2006,-11,68,12,69,11
duplek,2007,-9,170,14,175,27.5
duplek,2008,16,87,-14,89,13.7
duplek,2009,21,31,6,58,8.8
duplek,2010,55,18,-10,63,9.5
duplek,2011,12,0,2,14,2.1
duplek,2012,22,29,-4,47,7
duplek,2013,23,14,-20,17,2.5
duplek,2014,16,3,-9,10,1.5
duplek,2015,5,-49,-6,-50,-7.4
duplek,2016,-15,104,-11,78,11.5
duplek,2017,16,82,-4,94,13.8
duplek,2018,7,11,31,49,7.1
duplek,2019,28,4,23,55,7.9
duplek,2020,-1,-80,53,-28,-4
duplek,2021,-26,53,36,63,9
duplek,2022,-5,29,7,31,4.4
duplek,2023,-19,-35,6,-48,-6.8
gorenja vas - poljane,1995,18,1,8,27,...
gorenja vas - poljane,1996,50,9,2,61,...
gorenja vas - poljane,1997,43,-12,-1,30,4.6
gorenja vas - poljane,1998,48,48,4,100,15.2
gorenja vas - poljane,1999,31,11,0,42,6.2
gorenja vas - poljane,2000,34,29,-6,57,8.4
gorenja vas - poljane,2001,35,23,-1,57,8.3
gorenja vas - poljane,2002,41,6,7,54,7.8
gorenja vas - poljane,2003,-3,1,6,4,0.6
gorenja vas - poljane,2004,24,7,-3,28,4
gorenja vas - poljane,2005,21,17,13,51,7.3
gorenja vas - poljane,2006,47,13,7,67,9.5
gorenja vas - poljane,2007,38,-1,7,44,6.2
gorenja vas - poljane,2008,77,-21,14,70,9.8
gorenja vas - poljane,2009,72,-23,15,64,8.9
gorenja vas - poljane,2010,73,-23,0,50,6.9
gorenja vas - poljane,2011,57,-71,5,-9,-1.2
gorenja vas - poljane,2012,71,-46,-1,24,3.3
gorenja vas - poljane,2013,59,-42,6,23,3.1
gorenja vas - poljane,2014,67,-14,-3,50,6.8
gorenja vas - poljane,2015,69,-20,0,49,6.6
gorenja vas - poljane,2016,69,-7,8,70,9.4
gorenja vas - poljane,2017,49,-13,7,43,5.7
gorenja vas - poljane,2018,66,-74,6,-2,-0.3
gorenja vas - poljane,2019,55,-79,41,17,2.2
gorenja vas - poljane,2020,40,57,16,113,14.8
gorenja vas - poljane,2021,49,-82,32,-1,-0.1
gorenja vas - poljane,2022,21,-86,40,-25,-3.3
gorenja vas - poljane,2023,56,-49,2,9,1.2
gorišnica,1995,-11,-6,-3,-20,...
gorišnica,1996,-8,-22,11,-19,...
gorišnica,1997,-22,-2,4,-20,-3.4
gorišnica,1998,-12,29,-2,15,2.5
gorišnica,1999,3,16,3,22,3.7
gorišnica,2000,17,45,0,62,10.3
gorišnica,2001,8,55,2,65,10.7
gorišnica,2002,-1,21,13,33,5.4
gorišnica,2003,-13,36,1,24,3.9
gorišnica,2004,-25,29,4,8,1.3
gorišnica,2005,-9,7,1,-1,-0.2
gorišnica,2006,-12,52,4,44,7.1
gorišnica,2007,14,-11,2,5,1.3
gorišnica,2008,1,-3,1,-1,-0.3
gorišnica,2009,-6,16,24,34,8.5
gorišnica,2010,-5,57,-8,44,10.9
gorišnica,2011,-14,16,7,9,2.2
gorišnica,2012,-26,9,9,-8,-2
gorišnica,2013,-15,-2,-13,-30,-7.4
gorišnica,2014,4,-4,-20,-20,-5
gorišnica,2015,-11,4,3,-4,-1
gorišnica,2016,-4,-5,-1,-10,-2.5
gorišnica,2017,-10,56,11,57,14.3
gorišnica,2018,-19,15,48,44,10.9
gorišnica,2019,-4,29,21,46,11.2
gorišnica,2020,-28,40,36,48,11.6
gorišnica,2021,-14,46,-11,21,5
gorišnica,2022,-30,11,10,-9,-2.1
gorišnica,2023,-12,11,8,7,1.7
gorje,1995,-,-,-,-,...
gorje,1996,-,-,-,-,...
gorje,1997,-,-,-,-,-
gorje,1998,-,-,-,-,-
gorje,1999,-,-,-,-,-
gorje,2000,-,-,-,-,-
gorje,2001,-,-,-,-,-
gorje,2002,-,-,-,-,-
gorje,2003,-,-,-,-,-
gorje,2004,-,-,-,-,-
gorje,2005,-,-,-,-,-
gorje,2006,-,-,-,-,-
gorje,2007,0,1,-34,-33,-11.4
gorje,2008,16,11,35,62,21.6
gorje,2009,-5,-24,9,-20,-6.9
gorje,2010,17,7,5,29,9.9
gorje,2011,9,-33,1,-23,-7.9
gorje,2012,5,-32,-7,-34,-11.9
gorje,2013,4,-25,-6,-27,-9.4
gorje,2014,12,-37,-8,-33,-11.6
gorje,2015,3,12,-7,8,2.9
gorje,2016,0,-8,2,-6,-2.1
gorje,2017,-8,-15,-2,-25,-8.9
gorje,2018,9,-49,10,-30,-10.8
gorje,2019,-16,-17,6,-27,-9.8
gorje,2020,-8,-18,59,33,12
gorje,2021,5,-3,4,6,2.1
gorje,2022,-1,-12,25,12,4.3
gorje,2023,-18,-34,2,-50,-18
gornja radgona,1995,-13,-33,5,-41,...
gornja radgona,1996,-26,-26,-10,-62,...
gornja radgona,1997,-16,-29,-5,-50,-3.9
gornja radgona,1998,-11,-31,-11,-53,-4.2
gornja radgona,1999,-22,-51,-15,-88,-7
gornja radgona,2000,-21,-1,-3,-25,-2
gornja radgona,2001,-24,-16,-6,-46,-3.7
gornja radgona,2002,-47,18,-30,-59,-4.7
gornja radgona,2003,-17,5,-5,-17,-1.4
gornja radgona,2004,-37,-13,-19,-69,-5.5
gornja radgona,2005,-25,-9,0,-34,-2.7
gornja radgona,2006,-20,16,-47,-51,-4.1
gornja radgona,2007,-24,20,3,-1,-0.1
gornja radgona,2008,-12,64,-7,45,5.2
gornja radgona,2009,-26,39,-2,11,1.3
gornja radgona,2010,-6,-27,0,-33,-3.9
gornja radgona,2011,-28,36,6,14,1.6
gornja radgona,2012,-18,12,-16,-22,-2.6
gornja radgona,2013,-5,-14,-41,-60,-7.1
gornja radgona,2014,-26,33,-20,-13,-1.5
gornja radgona,2015,-25,14,-26,-37,-4.4
gornja radgona,2016,-27,31,-24,-20,-2.4
gornja radgona,2017,-27,-5,-8,-40,-4.7
gornja radgona,2018,-26,9,6,-11,-1.3
gornja radgona,2019,-34,23,37,26,3.1
gornja radgona,2020,-52,10,97,55,6.5
gornja radgona,2021,-39,39,12,12,1.4
gornja radgona,2022,-52,-4,59,3,0.4
gornja radgona,2023,-60,44,28,12,1.4
gornji grad,1995,0,-1,-3,-4,...
gornji grad,1996,6,-2,0,4,...
gornji grad,1997,-7,-10,-4,-21,-7.9
gornji grad,1998,-11,-19,-5,-35,-13.2
gornji grad,1999,6,-32,0,-26,-9.9
gornji grad,2000,-1,-6,-5,-12,-4.6
gornji grad,2001,2,11,2,15,5.7
gornji grad,2002,-3,5,2,4,1.5
gornji grad,2003,2,0,-2,0,0
gornji grad,2004,0,4,-1,3,1.1
gornji grad,2005,-13,-21,0,-34,-13
gornji grad,2006,-8,-19,0,-27,-10.4
gornji grad,2007,7,4,-4,7,2.7
gornji grad,2008,-34,3,3,-28,-10.6
gornji grad,2009,-35,63,8,36,13.6
gornji grad,2010,-48,38,-1,-11,-4.1
gornji grad,2011,-42,32,6,-4,-1.5
gornji grad,2012,-39,28,-3,-14,-5.3
gornji grad,2013,-40,16,2,-22,-8.4
gornji grad,2014,-50,7,-9,-52,-20
gornji grad,2015,-58,29,0,-29,-11.4
gornji grad,2016,-39,38,1,0,0
gornji grad,2017,-61,60,-2,-3,-1.2
gornji grad,2018,-53,17,4,-32,-12.6
gornji grad,2019,-52,22,-5,-35,-14
gornji grad,2020,-66,54,15,3,1.2
gornji grad,2021,-38,99,10,71,28.5
gornji grad,2022,-83,91,-1,7,2.7
gornji grad,2023,-67,88,15,36,13.9
gornji petrovci,1995,-36,-8,0,-44,...
gornji petrovci,1996,-32,1,-1,-32,...
gornji petrovci,1997,-21,-1,0,-22,-9
gornji petrovci,1998,-29,-6,-2,-37,-15.2
gornji petrovci,1999,-22,-10,-3,-35,-14.7
gornji petrovci,2000,-20,2,-16,-34,-14.2
gornji petrovci,2001,-35,-5,-1,-41,-17.6
gornji petrovci,2002,-20,-3,0,-23,-9.9
gornji petrovci,2003,-29,14,1,-14,-6.1
gornji petrovci,2004,-9,3,1,-5,-2.2
gornji petrovci,2005,-21,13,-2,-10,-4.4
gornji petrovci,2006,-21,7,0,-14,-6.2
gornji petrovci,2007,-10,14,6,10,4.4
gornji petrovci,2008,-25,-25,4,-46,-20.7
gornji petrovci,2009,-18,-17,5,-30,-13.6
gornji petrovci,2010,-15,1,-8,-22,-10.1
gornji petrovci,2011,-13,-9,-1,-23,-10.6
gornji petrovci,2012,1,-3,-8,-10,-4.7
gornji petrovci,2013,-15,-12,-9,-36,-17
gornji petrovci,2014,-16,-1,-5,-22,-10.5
gornji petrovci,2015,-15,-3,-3,-21,-10.1
gornji petrovci,2016,-14,23,-8,1,0.5
gornji petrovci,2017,-17,-22,-6,-45,-22
gornji petrovci,2018,-14,-10,-4,-28,-14.1
gornji petrovci,2019,-14,23,1,10,5
gornji petrovci,2020,-16,43,14,41,20.5
gornji petrovci,2021,-18,-7,-2,-27,-13.5
gornji petrovci,2022,-20,-5,-2,-27,-13.4
gornji petrovci,2023,-9,18,11,20,10
grad,1995,-,-,-,-,...
grad,1996,-,-,-,-,...
grad,1997,-,-,-,-,-
grad,1998,-,-,-,-,-
grad,1999,-23,2,-1,-22,-8.4
grad,2000,-24,6,-1,-19,-7.2
grad,2001,-16,-9,-2,-27,-11.2
grad,2002,-18,-1,-3,-22,-9.2
grad,2003,-13,7,-1,-7,-2.9
grad,2004,-29,2,5,-22,-9.3
grad,2005,-13,4,0,-9,-3.8
grad,2006,-6,-2,2,-6,-2.6
grad,2007,-12,-10,-2,-24,-10.2
grad,2008,-6,-10,6,-10,-4.4
grad,2009,-11,-7,3,-15,-6.6
grad,2010,-10,13,1,4,1.8
grad,2011,-16,-15,0,-31,-13.8
grad,2012,4,-2,-12,-10,-4.5
grad,2013,-7,3,-6,-10,-4.5
grad,2014,-9,4,-10,-15,-6.8
grad,2015,-2,-20,-4,-26,-12
grad,2016,-16,-27,-13,-56,-26.2
grad,2017,-3,-6,4,-5,-2.4
grad,2018,-9,-16,-3,-28,-13.4
grad,2019,-15,-15,-5,-35,-17
grad,2020,-18,30,32,44,21.4
grad,2021,-25,0,3,-22,-10.6
grad,2022,-18,-35,-3,-56,-27.6
grad,2023,-18,-1,-2,-21,-10.4
grosuplje,1995,60,144,2,206,...
grosuplje,1996,59,107,0,166,...
grosuplje,1997,54,149,8,211,14.4
grosuplje,1998,63,147,-17,193,13
grosuplje,1999,57,129,-8,178,11.8
grosuplje,2000,76,150,23,249,16.2
grosuplje,2001,70,45,27,142,9.1
grosuplje,2002,46,235,33,314,19.8
grosuplje,2003,78,223,83,384,23.7
grosuplje,2004,59,188,59,306,18.5
grosuplje,2005,66,279,77,422,25
grosuplje,2006,108,362,33,503,29.1
grosuplje,2007,115,239,131,485,27.2
grosuplje,2008,124,139,238,501,27.2
grosuplje,2009,102,151,140,393,20.9
grosuplje,2010,132,128,-30,230,12
grosuplje,2011,131,182,22,335,17.3
grosuplje,2012,77,99,22,198,10.1
grosuplje,2013,103,13,9,125,6.3
grosuplje,2014,118,-21,44,141,7.1
grosuplje,2015,98,-59,38,77,3.8
grosuplje,2016,95,71,62,228,11.3
grosuplje,2017,100,170,119,389,19
grosuplje,2018,80,-80,334,334,16
