obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Basic or less,Education - TOTAL,Tertiary,Upper secondary,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for women
sveta trojica v slov. goricah,2007,,,,,,,,,,24,19.8,29.4,12,11.6,12.5,88,88.4,87.5,-3,0,1,-2,-0.9,33,40,7,17.5,20,44,24,19.3,38,41,3,18,22,44,22,19.3,2,0,-2,0,5,1,-4,0.4,7,1,-6,0.4,55.7,60.1,50.7
sveta trojica v slov. goricah,2008,,,,,,,,,,22.3,20.9,24.2,11.3,11.4,11.2,88.7,88.6,88.8,-12,0,-29,-41,-18.5,21,37,16,16.7,44,90,46,40.6,3,8,5,3.6,45,90,45,40.6,1,0,-1,0,-18,-29,-11,-13.1,-17,-29,-12,-13.1,58.2,62.3,53.5
sveta trojica v slov. goricah,2009,,,,,,,,,,25.2,23.2,27.7,13.3,11.9,15,86.7,88.1,85,0,6,4,10,4.5,1,1,0,0.4,49,83,34,37.3,4,5,1,2.2,47,89,42,40,-2,6,8,2.7,3,4,1,1.8,1,10,9,4.5,58.2,63,52.8
sveta trojica v slov. goricah,2010,,,,,,,,,,26.6,26.9,26.3,14.1,14.1,14.2,85.9,85.9,85.8,-6,-10,-2,-18,-8.6,0,4,4,1.9,46,88,42,41.8,0,2,2,1,43,78,35,37.1,-3,-10,-7,-4.8,0,-2,-2,-1,-3,-12,-9,-5.7,56.5,61.9,50.6
sveti andraž v slov. goricah,2000,,,,,,,,,,14.2,13.3,15.5,10.1,10.1,10,89.9,89.9,90,4,4,0,8,6.3,0,0,0,0,5,7,2,5.5,0,0,0,0,7,11,4,8.7,2,4,2,3.2,0,0,0,0,2,4,2,3.2,,,
sveti andraž v slov. goricah,2001,,,,,,,,,,13.8,12.5,15.6,10.7,10.1,11.5,89.3,89.9,88.5,-4,15,1,12,9.4,0,0,0,0,3,8,5,6.3,1,1,0,0.8,12,23,11,18,9,15,6,11.7,1,1,0,0.8,10,16,6,12.5,,,
sveti andraž v slov. goricah,2002,,,,,,,,,,14,12.4,16.2,9.3,8.2,10.8,90.7,91.8,89.2,-8,13,-2,3,2.3,1,5,4,3.9,7,10,3,7.8,1,3,2,2.3,13,23,10,18,6,13,7,10.2,0,-2,-2,-1.6,6,11,5,8.6,45.3,50,40.5
sveti andraž v slov. goricah,2003,,,,,,,,,,13.5,10.2,18.3,9.2,7.3,11.9,90.8,92.7,88.1,-14,2,1,-11,-8.6,0,1,1,0.8,8,18,10,14.1,1,2,1,1.6,12,20,8,15.7,4,2,-2,1.6,1,1,0,0.8,5,3,-2,2.4,44,48.4,39.2
sveti andraž v slov. goricah,2004,,,,,,,,,,12.1,9.5,15.9,8.4,7.4,9.8,91.6,92.6,90.2,2,-11,-4,-13,-10.2,2,4,2,3.1,13,29,16,22.8,0,0,0,0,10,18,8,14.2,-3,-11,-8,-8.7,-2,-4,-2,-3.1,-5,-15,-10,-11.8,45.7,50.8,40
sveti andraž v slov. goricah,2005,,,,,,,,,,11.5,9.8,13.9,8.4,8.2,8.8,91.6,91.8,91.2,4,-7,-1,-4,-3.2,4,4,0,3.2,13,23,10,18.4,1,3,2,2.4,8,16,8,12.8,-5,-7,-2,-5.6,-3,-1,2,-0.8,-8,-8,0,-6.4,50.3,54.1,46.1
sveti andraž v slov. goricah,2006,,,,,,,,,,10.7,8.5,13.7,7.8,7.4,8.2,92.2,92.6,91.8,-5,-7,-5,-17,-13.6,4,6,2,4.8,11,19,8,15.2,0,1,1,0.8,6,12,6,9.6,-5,-7,-2,-5.6,-4,-5,-1,-4,-9,-12,-3,-9.6,50.9,54.5,47
sveti andraž v slov. goricah,2007,,,,,,,,,,11.4,8.5,15.3,8.1,7.5,8.9,91.9,92.5,91.1,-4,4,-1,-1,-0.8,0,2,2,1.6,5,12,7,9.6,1,1,0,0.8,11,16,5,12.8,6,4,-2,3.2,1,-1,-2,-0.8,7,3,-4,2.4,54.4,58.8,49.7
sveti andraž v slov. goricah,2008,,,,,,,,,,11.7,7.6,17.1,7.9,6.6,9.5,92.1,93.4,90.5,8,-7,-4,-3,-2.5,2,5,3,4.1,18,43,25,35.2,1,1,0,0.8,19,36,17,29.5,1,-7,-8,-5.7,-1,-4,-3,-3.3,0,-11,-11,-9,56.6,60.3,52.3
sveti andraž v slov. goricah,2009,,,,,,,,,,14.3,13.1,15.9,9.8,9.7,9.9,90.2,90.3,90.1,-4,-3,-1,-8,-6.6,2,4,2,3.3,17,37,20,30.6,1,3,2,2.5,20,34,14,28.1,3,-3,-6,-2.5,-1,-1,0,-0.8,2,-4,-6,-3.3,54.5,59.3,48.8
sveti andraž v slov. goricah,2010,,,,,,,,,,13.4,12.5,14.5,8.7,9.4,7.9,91.3,90.6,92.1,6,15,-9,12,9.8,3,10,7,8.2,19,43,24,35.2,0,1,1,0.8,30,58,28,47.5,11,15,4,12.3,-3,-9,-6,-7.4,8,6,-2,4.9,52.2,59.3,43.9
sveti jurij ob ščavnici,2000,,,,,,,,,,28.9,32.2,24.3,18.6,20.1,16.6,81.4,79.9,83.4,-8,0,-5,-13,-4.4,4,7,3,2.4,13,30,17,10.2,2,2,0,0.7,15,30,15,10.2,2,0,-2,0,-2,-5,-3,-1.7,0,-5,-5,-1.7,,,
sveti jurij ob ščavnici,2001,,,,,,,,,,30.6,32.9,27.3,18.1,19.5,16.2,81.9,80.5,83.8,-11,-2,-10,-23,-7.9,6,11,5,3.8,14,36,22,12.3,0,1,1,0.3,14,34,20,11.6,0,-2,-2,-0.7,-6,-10,-4,-3.4,-6,-12,-6,-4.1,,,
sveti jurij ob ščavnici,2002,,,,,,,,,,30.7,31,30.4,18.8,18.8,18.8,81.2,81.2,81.2,-24,2,-5,-27,-9.3,5,10,5,3.4,21,50,29,17.2,2,5,3,1.7,24,52,28,17.9,3,2,-1,0.7,-3,-5,-2,-1.7,0,-3,-3,-1,47.7,54.4,39.6
sveti jurij ob ščavnici,2003,,,,,,,,,,28.7,30.1,26.7,17.3,17.9,16.4,82.7,82.1,83.6,-17,20,-1,2,0.7,4,7,3,2.4,15,29,14,10,2,6,4,2.1,25,49,24,16.9,10,20,10,6.9,-2,-1,1,-0.3,8,19,11,6.5,46.5,53.7,38.6
sveti jurij ob ščavnici,2004,,,,,,,,,,29.9,30.9,28.5,18.1,18.9,17,81.9,81.1,83,4,7,-9,2,0.7,5,13,8,4.5,13,39,26,13.4,2,4,2,1.4,19,46,27,15.8,6,7,1,2.4,-3,-9,-6,-3.1,3,-2,-5,-0.7,48.8,56.6,40.1
sveti jurij ob ščavnici,2005,,,,,,,,,,30,31,28.6,17.2,18.4,15.5,82.8,81.6,84.5,-5,7,1,3,1,3,5,2,1.7,9,25,16,8.6,4,6,2,2.1,13,32,19,11,4,7,3,2.4,1,1,0,0.3,5,8,3,2.8,51.2,59.7,41.9
sveti jurij ob ščavnici,2006,,,,,,,,,,32.8,33.9,31.2,18,18.3,17.5,82,81.7,82.5,15,-1,8,22,7.6,7,11,4,3.8,24,35,11,12,18,19,1,6.5,21,34,13,11.7,-3,-1,2,-0.3,11,8,-3,2.8,8,7,-1,2.4,52.4,61,42.9
sveti jurij ob ščavnici,2007,,,,,,,,,,33.4,34.9,31.1,18.4,19.1,17.4,81.6,80.9,82.6,15,4,16,35,11.9,6,9,3,3.1,24,45,21,15.3,22,25,3,8.5,23,49,26,16.6,-1,4,5,1.4,16,16,0,5.4,15,20,5,6.8,55.6,63.8,46.4
sveti jurij ob ščavnici,2008,,,,,,,,,,34.4,37,30.9,19.2,19.6,18.6,80.8,80.4,81.4,-1,-18,-4,-23,-7.9,10,18,8,6.2,73,162,89,55.6,10,14,4,4.8,68,144,76,49.4,-5,-18,-13,-6.2,0,-4,-4,-1.4,-5,-22,-17,-7.6,57.5,64.6,49.4
sveti jurij ob ščavnici,2009,,,,,,,,,,35.1,37.7,31.2,21.1,22.4,19.1,78.9,77.6,80.9,0,-19,5,-14,-4.9,10,12,2,4.2,72,133,61,46.4,11,17,6,5.9,57,114,57,39.8,-15,-19,-4,-6.6,1,5,4,1.7,-14,-14,0,-4.9,57.5,65.6,48.3
sveti jurij ob ščavnici,2010,,,,,,,,,,33.8,36.9,29.7,20.8,22.6,18.4,79.2,77.4,81.6,1,0,2,3,1,4,7,3,2.4,65,133,68,45.8,5,9,4,3.1,53,133,80,45.8,-12,0,12,0,1,2,1,0.7,-11,2,13,0.7,53.5,59.9,46.4
sveti jurij v slov. goricah,2000,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveti jurij v slov. goricah,2001,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveti jurij v slov. goricah,2002,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti jurij v slov. goricah,2003,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti jurij v slov. goricah,2004,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti jurij v slov. goricah,2005,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti jurij v slov. goricah,2006,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti jurij v slov. goricah,2007,,,,,,,,,,22.2,21.5,23.3,11,10.5,11.8,89,89.5,88.2,-8,4,1,-3,-1.4,2,10,8,4.7,16,42,26,19.6,9,11,2,5.1,22,46,24,21.4,6,4,-2,1.9,7,1,-6,0.5,13,5,-8,2.3,59.2,66.1,51.6
sveti jurij v slov. goricah,2008,,,,,,,,,,22.1,20.6,24.1,11.4,11,12.1,88.6,89,87.9,-9,30,-34,-13,-6.2,17,36,19,17,30,61,31,28.9,1,2,1,0.9,46,91,45,43.1,16,30,14,14.2,-16,-34,-18,-16.1,0,-4,-4,-1.9,60.9,67.1,54
sveti jurij v slov. goricah,2009,,,,,,,,,,22.3,21.1,23.8,13,12.9,13,87,87.1,87,4,11,4,19,8.9,3,3,0,1.4,28,57,29,26.7,6,7,1,3.3,25,68,43,31.9,-3,11,14,5.2,3,4,1,1.9,0,15,15,7,61.5,68.6,53.5
sveti jurij v slov. goricah,2010,,,,,,,,,,23.2,22,24.7,13.2,13.1,13.3,86.8,86.9,86.7,-4,-39,-1,-44,-20.9,2,4,2,1.9,40,96,56,45.6,3,3,0,1.4,24,57,33,27.1,-16,-39,-23,-18.5,1,-1,-2,-0.5,-15,-40,-25,-19,59.2,66.7,50.8
sveti tomaž,2000,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveti tomaž,2001,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
sveti tomaž,2002,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti tomaž,2003,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti tomaž,2004,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti tomaž,2005,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti tomaž,2006,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sveti tomaž,2007,,,,,,,,,,11.9,8,17.9,8.3,6.1,11.7,91.7,93.9,88.3,0,1,2,3,1.4,1,3,2,1.4,12,24,12,10.9,2,5,3,2.3,15,25,10,11.4,3,1,-2,0.5,1,2,1,0.9,4,3,-1,1.4,59.7,66.6,51.9
sveti tomaž,2008,,,,,,,,,,11.7,8.1,16.8,9,6.7,12.4,91,93.3,87.6,6,-33,-49,-76,-36.1,35,53,18,25.2,53,135,82,64.2,1,4,3,1.9,45,102,57,48.5,-8,-33,-25,-15.7,-34,-49,-15,-23.3,-42,-82,-40,-39,62.5,68.9,55.1
sveti tomaž,2009,,,,,,,,,,13.4,9.5,19.2,9.7,7.9,12.3,90.3,92.1,87.7,7,-14,2,-5,-2.4,0,0,0,0,35,82,47,38.9,2,2,0,0.9,35,68,33,32.2,0,-14,-14,-6.6,2,2,0,0.9,2,-12,-14,-5.7,59.8,68.1,50.6
sveti tomaž,2010,,,,,,,,,,13.8,9.9,19.1,10,8.9,11.6,90,91.1,88.4,3,-10,2,-5,-2.4,0,0,0,0,37,68,31,32.5,1,2,1,1,27,58,31,27.7,-10,-10,0,-4.8,1,2,1,1,-9,-8,1,-3.8,59.1,70,47
tabor,2000,,,,,,,,,,18.9,21.9,14.9,12.4,14.5,9.6,87.6,85.5,90.4,-2,7,-1,4,2.7,5,8,3,5.4,10,25,15,16.8,4,7,3,4.7,18,32,14,21.5,8,7,-1,4.7,-1,-1,0,-0.7,7,6,-1,4,,,
tabor,2001,,,,,,,,,,20.8,25.8,14.5,12.7,16.3,8.2,87.3,83.7,91.8,-6,9,9,12,8,0,3,3,2,7,11,4,7.3,6,12,6,8,8,20,12,13.3,1,9,8,6,6,9,3,6,7,18,11,11.9,,,
tabor,2002,,,,,,,,,,20.8,24.8,15.6,12.8,15.2,9.8,87.2,84.8,90.2,-3,0,17,14,9.2,4,7,3,4.6,9,19,10,12.4,21,24,3,15.7,10,19,9,12.4,1,0,-1,0,17,17,0,11.1,18,17,-1,11.1,53.7,57.2,51.2
tabor,2003,,,,,,,,,,17.9,20.7,14,12,14.5,8.5,88,85.5,91.5,-6,0,10,4,2.6,7,11,4,7.2,7,19,12,12.5,19,21,2,13.8,7,19,12,12.5,0,0,0,0,12,10,-2,6.6,12,10,-2,6.6,51.5,55,47.7
tabor,2004,,,,,,,,,,19.1,22.4,14.3,13.2,16,9.2,86.8,84,90.8,-5,1,-14,-18,-11.9,24,29,5,19.1,10,23,13,15.2,13,15,2,9.9,9,24,15,15.8,-1,1,2,0.7,-11,-14,-3,-9.2,-12,-13,-1,-8.6,52,56.4,46.5
tabor,2005,,,,,,,,,,18.5,22.6,12.4,12.9,16.3,8,87.1,83.7,92,-6,0,8,2,1.3,9,16,7,10.6,7,18,11,12,14,24,10,15.9,11,18,7,12,4,0,-4,0,5,8,3,5.3,9,8,-1,5.3,55,61.8,47
tabor,2006,,,,,,,,,,19.4,24.3,11.9,13.1,17.2,6.9,86.9,82.8,93.1,0,8,2,10,6.7,6,11,5,7.3,7,10,3,6.7,7,13,6,8.7,8,18,10,12,1,8,7,5.3,1,2,1,1.3,2,10,8,6.7,56.7,63.8,48.1
tabor,2007,,,,,,,,,,19.8,25,11.9,13.3,18.4,5.7,86.7,81.6,94.3,-10,16,3,9,6,7,13,6,8.7,6,13,7,8.7,9,16,7,10.7,11,29,18,19.4,5,16,11,10.7,2,3,1,2,7,19,12,12.7,58.8,66,50.6
tabor,2008,,,,,,,,,,20.9,26.4,13.5,12.5,17.2,6.3,87.5,82.8,93.7,0,23,3,26,17.1,5,6,1,3.9,29,59,30,38.8,7,9,2,5.9,31,82,51,54,2,23,21,15.1,2,3,1,2,4,26,22,17.1,57.4,63.2,50.8
tabor,2009,,,,,,,,,,20.6,24.8,15,13.3,16.9,8.4,86.7,83.1,91.6,1,2,3,6,4,12,12,0,8,21,50,29,33.2,10,15,5,10,26,52,26,34.5,5,2,-3,1.3,-2,3,5,2,3,5,2,3.3,57.5,62.9,51.2
tabor,2010,,,,,,,,,,19.4,21.7,16.2,13.1,16.1,8.9,86.9,83.9,91.1,11,64,-2,73,47.3,2,7,5,4.5,19,41,22,26.6,1,5,4,3.2,56,105,49,68,37,64,27,41.5,-1,-2,-1,-1.3,36,62,26,40.2,57.6,64,50.1
tišina,2000,,,,,,,,,,23.3,25.3,21.1,13.1,14.8,11.3,86.9,85.2,88.7,-6,27,-1,20,4.7,2,3,1,0.7,17,36,19,8.4,0,2,2,0.5,28,63,35,14.7,11,27,16,6.3,-2,-1,1,-0.2,9,26,17,6.1,,,
tišina,2001,,,,,,,,,,23.3,25.5,20.9,13.3,14.7,11.7,86.7,85.3,88.3,-7,3,-2,-6,-1.4,1,3,2,0.7,14,30,16,7,1,1,0,0.2,17,33,16,7.7,3,3,0,0.7,0,-2,-2,-0.5,3,1,-2,0.2,,,
tišina,2002,,,,,,,,,,25.2,29.1,20.8,15.1,17.1,12.9,84.9,82.9,87.1,-24,24,-1,-1,-0.2,1,1,0,0.2,20,27,7,6.3,0,0,0,0,27,51,24,11.9,7,24,17,5.6,-1,-1,0,-0.2,6,23,17,5.4,57.3,62.2,51.6
tišina,2003,,,,,,,,,,24.7,27.6,21.3,14.5,15.9,12.9,85.5,84.1,87.1,-11,7,-6,-10,-2.3,6,8,2,1.9,18,39,21,9.1,2,2,0,0.5,19,46,27,10.7,1,7,6,1.6,-4,-6,-2,-1.4,-3,1,4,0.2,55.5,60.4,50.5
tišina,2004,,,,,,,,,,24.8,28.7,20.4,13.8,15,12.5,86.2,85,87.5,-14,-1,1,-14,-3.3,0,0,0,0,24,54,30,12.6,0,1,1,0.2,29,53,24,12.4,5,-1,-6,-0.2,0,1,1,0.2,5,0,-5,0,56.6,62.2,50.8
tišina,2005,,,,,,,,,,25.8,30.8,20.2,14.1,15.3,12.8,85.9,84.7,87.2,-6,31,3,28,6.5,0,0,0,0,14,28,14,6.5,2,3,1,0.7,20,59,39,13.8,6,31,25,7.2,2,3,1,0.7,8,34,26,7.9,54.5,59.1,49.7
tišina,2006,,,,,,,,,,27.9,33.9,21.1,14.3,15.6,12.7,85.7,84.4,87.3,-2,0,-1,-3,-0.7,1,4,3,0.9,21,41,20,9.5,1,3,2,0.7,18,41,23,9.5,-3,0,3,0,0,-1,-1,-0.2,-3,-1,2,-0.2,55,59.8,50.2
tišina,2007,,,,,,,,,,24.8,28.6,20.4,13.9,14.7,13,86.1,85.3,87,-8,-13,-9,-30,-7,10,14,4,3.3,15,50,35,11.7,4,5,1,1.2,17,37,20,8.6,2,-13,-15,-3,-6,-9,-3,-2.1,-4,-22,-18,-5.1,57.4,63.4,51.3
tišina,2008,,,,,,,,,,25.6,29.7,21,14.2,15.4,12.8,85.8,84.6,87.2,-14,-51,1,-64,-15.3,6,7,1,1.7,72,165,93,39.6,5,8,3,1.9,55,114,59,27.3,-17,-51,-34,-12.2,-1,1,2,0.2,-18,-50,-32,-12,58.9,64.6,52.9
tišina,2009,,,,,,,,,,30.1,33.1,26.4,16.4,16.7,16,83.6,83.3,84,7,-22,0,-15,-3.6,3,6,3,1.4,42,123,81,29.6,4,6,2,1.4,48,101,53,24.3,6,-22,-28,-5.3,1,0,-1,0,7,-22,-29,-5.3,56.1,61.3,50.7
tišina,2010,,,,,,,,,,26.5,27.8,25,16,16.8,15,84,83.2,85,1,-23,-1,-23,-5.5,2,5,3,1.2,54,119,65,28.7,2,4,2,1,48,96,48,23.1,-6,-23,-17,-5.5,0,-1,-1,-0.2,-6,-24,-18,-5.8,50.1,54.7,45.4
tolmin,2000,,,,,,,,,,91.7,85.4,99.6,71,64.6,78.9,29,35.4,21.1,-22,-40,29,-33,-2.7,11,15,4,1.2,36,86,50,6.9,36,44,8,3.6,23,46,23,3.7,-13,-40,-27,-3.2,25,29,4,2.3,12,-11,-23,-0.9,,,
tolmin,2001,,,,,,,,,,90.5,84.4,98.2,70.2,64,77.9,29.8,36,22.1,-39,-5,-27,-71,-5.7,76,79,3,6.4,24,56,32,4.5,43,52,9,4.2,26,51,25,4.1,2,-5,-7,-0.4,-33,-27,6,-2.2,-31,-32,-1,-2.6,,,
tolmin,2002,,,,,,,,,,90.3,86,95.7,70,64.9,76.4,30,35.1,23.6,-67,-36,14,-89,-7.3,18,27,9,2.2,37,89,52,7.3,27,41,14,3.4,30,53,23,4.3,-7,-36,-29,-3,9,14,5,1.1,2,-22,-24,-1.8,56.6,61.2,49.7
tolmin,2003,,,,,,,,,,89.2,85.1,94.5,69.3,64.8,74.9,30.7,35.2,25.1,-41,-19,34,-26,-2.1,11,19,8,1.6,21,72,51,5.9,39,53,14,4.4,29,53,24,4.4,8,-19,-27,-1.6,28,34,6,2.8,36,15,-21,1.2,56,60.2,50.2
tolmin,2004,,,,,,,,,,88.2,85,92.3,68.5,64.4,73.7,31.5,35.6,26.3,-43,-25,23,-45,-3.7,38,45,7,3.7,31,74,43,6.1,56,68,12,5.6,20,49,29,4,-11,-25,-14,-2.1,18,23,5,1.9,7,-2,-9,-0.2,56.3,60.8,51.4
tolmin,2005,,,,,,,,,,88.5,87.3,89.9,67,63.5,71.3,33,36.5,28.7,-63,-29,32,-60,-5,37,45,8,3.8,49,91,42,7.6,64,77,13,6.4,32,62,30,5.2,-17,-29,-12,-2.4,27,32,5,2.7,10,3,-7,0.3,58.4,63.3,53
tolmin,2006,,,,,,,,,,87.4,85.5,89.8,65.9,62.8,70,34.1,37.2,30,-37,-71,53,-55,-4.6,63,75,12,6.3,53,113,60,9.4,101,128,27,10.7,24,42,18,3.5,-29,-71,-42,-5.9,38,53,15,4.4,9,-18,-27,-1.5,58.7,63.7,53.1
tolmin,2007,,,,,,,,,,88,85.7,91,65.9,62.5,70.5,34.1,37.5,29.5,-18,-47,79,14,1.2,53,75,22,6.3,50,111,61,9.3,125,154,29,12.9,27,64,37,5.4,-23,-47,-24,-3.9,72,79,7,6.6,49,32,-17,2.7,60.5,66.6,53.8
tolmin,2008,,,,,,,,,,89.3,88,91.1,66.1,63.5,69.6,33.9,36.5,30.4,-55,-162,110,-107,-9.1,28,43,15,3.6,276,554,278,46.9,123,153,30,12.9,186,392,206,33.2,-90,-162,-72,-13.7,95,110,15,9.3,5,-52,-57,-4.4,62.4,69,55
tolmin,2009,,,,,,,,,,93.2,92.9,93.6,67.7,65,71.2,32.3,35,28.8,-25,-95,57,-63,-5.4,62,79,17,6.8,236,451,215,38.5,97,136,39,11.6,185,356,171,30.4,-51,-95,-44,-8.1,35,57,22,4.9,-16,-38,-22,-3.2,59.9,65.2,53.8
tolmin,2010,,,,,,,,,,94.2,94.2,94.2,66.6,64.4,69.3,33.4,35.6,30.7,-53,-17,-12,-82,-7,45,60,15,5.1,199,411,212,35.2,32,48,16,4.1,196,394,198,33.8,-3,-17,-14,-1.5,-13,-12,1,-1,-16,-29,-13,-2.5,58.4,63.3,52.9
trbovlje,2000,,,,,,,,,,101,106,95,70.9,72.5,69,29.1,27.5,31,-93,-5,22,-76,-4.1,19,29,10,1.6,81,180,99,9.7,38,51,13,2.7,78,175,97,9.4,-3,-5,-2,-0.3,19,22,3,1.2,16,17,1,0.9,,,
trbovlje,2001,,,,,,,,,,99.5,102.9,95.3,68.6,69.5,67.6,31.4,30.5,32.4,-101,-21,59,-63,-3.4,3,15,12,0.8,74,164,90,8.9,49,74,25,4,70,143,73,7.7,-4,-21,-17,-1.1,46,59,13,3.2,42,38,-4,2.1,,,
trbovlje,2002,,,,,,,,,,92.4,94.1,90,64.4,65.4,63,35.6,34.6,37,-89,-55,4,-140,-7.6,64,106,42,5.7,86,184,98,10,79,110,31,6,65,129,64,7,-21,-55,-34,-3,15,4,-11,0.2,-6,-51,-45,-2.8,49.9,54.9,45.6
trbovlje,2003,,,,,,,,,,93.5,98.4,87.4,60.5,60.1,61,39.5,39.9,39,-92,-104,19,-177,-9.7,46,86,40,4.7,86,196,110,10.7,76,105,29,5.7,46,92,46,5,-40,-104,-64,-5.7,30,19,-11,1,-10,-85,-75,-4.7,49.2,55.6,44.4
trbovlje,2004,,,,,,,,,,91.2,95.7,85.6,59,58.5,59.6,41,41.5,40.4,-73,-55,4,-124,-6.9,69,80,11,4.4,91,184,93,10.2,64,84,20,4.6,64,129,65,7.1,-27,-55,-28,-3,-5,4,9,0.2,-32,-51,-19,-2.8,49.4,54.1,44.4
trbovlje,2005,,,,,,,,,,88.2,93.6,81.3,56.5,57,55.8,43.5,43,44.2,-117,-60,30,-147,-8.2,50,64,14,3.6,93,193,100,10.8,70,94,24,5.2,65,133,68,7.4,-28,-60,-32,-3.3,20,30,10,1.7,-8,-30,-22,-1.7,51.5,57,45.9
trbovlje,2006,,,,,,,,,,83.5,88,77.8,53.3,53.6,52.8,46.7,46.4,47.2,-55,-71,9,-117,-6.5,48,56,8,3.1,112,241,129,13.5,46,65,19,3.6,78,170,92,9.5,-34,-71,-37,-4,-2,9,11,0.5,-36,-62,-26,-3.5,52.3,57.8,46.6
trbovlje,2007,,,,,,,,,,78.7,83.4,72.7,49.6,50.2,48.7,50.4,49.8,51.3,-28,-86,63,-51,-2.9,49,76,27,4.3,110,223,113,12.5,100,139,39,7.8,65,137,72,7.7,-45,-86,-41,-4.8,51,63,12,3.5,6,-23,-29,-1.3,54.4,59.9,48.9
trbovlje,2008,,,,,,,,,,76.5,82.7,69,48,49.4,46.4,52,50.6,53.6,-43,-98,116,-25,-1.4,32,47,15,2.7,259,519,260,29.5,109,163,54,9.3,222,421,199,24,-37,-98,-61,-5.6,77,116,39,6.6,40,18,-22,1,56.6,60.9,52.2
