regija,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Employment rate,Employment rate for men,Employment rate for women,Natural increase,Net migration between statistical regions,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other regions per 1000 population,Emigrants to other statistical regions - Men,Emigrants to other statistical regions - Total,Emigrants to other statistical regions - Women,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 populationv,Immigrants from other regions per 1000 population,Immigrants from other statistical regions - Men,Immigrants from other statistical regions - Total,Immigrants from other statistical regions - Women,Net migration between statistical regions - Men,Net migration between statistical regions - Total,Net migration between statistical regions - Women,Net migration between statistical regions per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - women
pomurska,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomurska,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomurska,1995,,,,,,,,,-375.0,-29.0,76.0,-328.0,-2.6,23.0,45.0,22.0,0.4,2.3,128.0,294.0,166.0,52.0,121.0,69.0,1.0,2.1,111.0,265.0,154.0,-17.0,-29.0,-12.0,-0.2,29.0,76.0,47.0,0.6,12.0,47.0,35.0,0.4,,,,,,,,,
pomurska,1996,,,,,,,,,-339.0,-5.0,28.0,-316.0,-2.5,35.0,66.0,31.0,0.5,2.2,132.0,279.0,147.0,47.0,94.0,47.0,0.7,2.2,150.0,274.0,124.0,18.0,-5.0,-23.0,0.0,12.0,28.0,16.0,0.2,30.0,23.0,-7.0,0.2,,,,,,,,,
pomurska,1997,,,,,,,,,-340.0,-43.0,-3.0,-386.0,-3.1,37.0,87.0,50.0,0.7,2.6,162.0,332.0,170.0,40.0,84.0,44.0,0.7,2.3,146.0,289.0,143.0,-16.0,-43.0,-27.0,-0.3,3.0,-3.0,-6.0,0.0,-13.0,-46.0,-33.0,-0.4,,,,,,,,,
pomurska,1998,,,,,,,,,-422.0,-21.0,-22.0,-465.0,-3.7,105.0,176.0,71.0,1.4,2.7,164.0,334.0,170.0,80.0,154.0,74.0,1.2,2.5,155.0,313.0,158.0,-9.0,-21.0,-12.0,-0.2,-25.0,-22.0,3.0,-0.2,-34.0,-43.0,-9.0,-0.3,,,,,,,,,
pomurska,1999,,,,,,,,,-475.0,-78.0,-55.0,-608.0,-4.9,94.0,143.0,49.0,1.1,2.6,144.0,328.0,184.0,58.0,88.0,30.0,0.7,2.0,117.0,250.0,133.0,-27.0,-78.0,-51.0,-0.6,-36.0,-55.0,-19.0,-0.4,-63.0,-133.0,-70.0,-1.1,,,,,,,,,
pomurska,2000,,,,,,,,,-330.0,-46.0,-124.0,-500.0,-4.0,184.0,254.0,70.0,2.0,2.3,123.0,289.0,166.0,72.0,130.0,58.0,1.0,1.9,112.0,243.0,131.0,-11.0,-46.0,-35.0,-0.4,-112.0,-124.0,-12.0,-1.0,-123.0,-170.0,-47.0,-1.4,,,,,,,,,
pomurska,2001,,,,,,,,,-434.0,-55.0,-24.0,-513.0,-4.1,71.0,152.0,81.0,1.2,2.5,142.0,313.0,171.0,73.0,128.0,55.0,1.0,2.1,127.0,258.0,131.0,-15.0,-55.0,-40.0,-0.4,2.0,-24.0,-26.0,-0.2,-13.0,-79.0,-66.0,-0.6,,,,,,,,,
pomurska,2002,,,,,,53.8,59.1,48.4,-472.0,-23.0,-31.0,-526.0,-4.2,104.0,227.0,123.0,1.8,2.7,145.0,337.0,192.0,102.0,196.0,94.0,1.6,2.5,158.0,314.0,156.0,13.0,-23.0,-36.0,-0.2,-2.0,-31.0,-29.0,-0.3,11.0,-54.0,-65.0,-0.4,,,,,,,,,
pomurska,2003,,,,,,52.3,57.4,47.0,-465.0,-52.0,-22.0,-539.0,-4.4,123.0,215.0,92.0,1.7,2.6,132.0,315.0,183.0,108.0,193.0,85.0,1.6,2.1,126.0,263.0,137.0,-6.0,-52.0,-46.0,-0.4,-15.0,-22.0,-7.0,-0.2,-21.0,-74.0,-53.0,-0.6,,,,,,,,,
pomurska,2004,,,,,,53.0,58.5,47.2,-351.0,-49.0,-39.0,-439.0,-3.6,97.0,187.0,90.0,1.5,2.7,149.0,327.0,178.0,78.0,148.0,70.0,1.2,2.3,137.0,278.0,141.0,-12.0,-49.0,-37.0,-0.4,-19.0,-39.0,-20.0,-0.3,-31.0,-88.0,-57.0,-0.7,,,,,,,,,
pomurska,2005,,,,,,52.7,58.0,47.2,-443.0,-51.0,123.0,-371.0,-3.0,88.0,176.0,88.0,1.4,2.8,151.0,342.0,191.0,195.0,299.0,104.0,2.4,2.4,140.0,291.0,151.0,-11.0,-51.0,-40.0,-0.4,107.0,123.0,16.0,1.0,96.0,72.0,-24.0,0.6,,,,,,,,,
pomurska,2006,,,,,,53.5,59.3,47.4,-348.0,-6.0,9.0,-345.0,-2.8,229.0,361.0,132.0,3.0,3.2,183.0,393.0,210.0,250.0,370.0,120.0,3.0,3.2,180.0,387.0,207.0,-3.0,-6.0,-3.0,0.0,21.0,9.0,-12.0,0.1,18.0,3.0,-15.0,0.0,,,,,,,,,
pomurska,2007,,,,,,55.4,61.7,48.7,-341.0,-59.0,85.0,-315.0,-2.6,266.0,463.0,197.0,3.8,3.3,173.0,405.0,232.0,393.0,548.0,155.0,4.5,2.8,158.0,346.0,188.0,-15.0,-59.0,-44.0,-0.5,127.0,85.0,-42.0,0.7,112.0,26.0,-86.0,0.2,,,,,,,,,
pomurska,2008,,,,,,56.9,63.0,50.5,-279.0,-664.0,59.0,-884.0,-7.3,251.0,426.0,175.0,3.5,26.7,1421.0,3213.0,1792.0,299.0,485.0,186.0,4.0,21.2,1230.0,2549.0,1319.0,-191.0,-664.0,-473.0,-5.5,48.0,59.0,11.0,0.5,-143.0,-605.0,-462.0,-5.0,,,,,,,,,
pomurska,2009,,,,,,55.4,61.5,49.1,-262.0,-363.0,-36.0,-661.0,-5.5,265.0,450.0,185.0,3.8,18.2,1090.0,2177.0,1087.0,264.0,414.0,150.0,3.5,15.2,895.0,1814.0,919.0,-195.0,-363.0,-168.0,-3.0,-1.0,-36.0,-35.0,-0.3,-196.0,-399.0,-203.0,-3.3,89.8,88.7,91.1,83.9,81.9,86.6,16.1,18.1,13.4
pomurska,2010,,,,,,52.5,59.0,45.7,-273.0,-25.0,-82.0,-380.0,-3.2,231.0,433.0,202.0,3.6,18.4,1099.0,2191.0,1092.0,209.0,351.0,142.0,2.9,18.1,1066.0,2166.0,1100.0,-33.0,-25.0,8.0,-0.2,-22.0,-82.0,-60.0,-0.7,-55.0,-107.0,-52.0,-0.9,89.4,88.5,90.6,83.7,81.9,85.9,16.3,18.1,14.1
pomurska,2011,,,,,,53.2,59.2,47.0,-364.0,187.0,17.0,-160.0,-1.3,209.0,393.0,184.0,3.3,18.5,1099.0,2205.0,1106.0,211.0,410.0,199.0,3.4,20.1,1246.0,2392.0,1146.0,147.0,187.0,40.0,1.6,2.0,17.0,15.0,0.1,149.0,204.0,55.0,1.7,89.9,89.0,91.0,83.5,81.5,85.9,16.5,18.5,14.1
pomurska,2012,,,,,,51.2,55.8,46.4,-288.0,-30.0,-651.0,-969.0,-8.2,509.0,1003.0,494.0,8.5,20.0,1149.0,2374.0,1225.0,215.0,352.0,137.0,3.0,19.8,1232.0,2344.0,1112.0,83.0,-30.0,-113.0,-0.3,-294.0,-651.0,-357.0,-5.5,-211.0,-681.0,-470.0,-5.7,90.4,89.7,91.2,83.5,81.3,86.0,16.5,18.7,14.0
pomurska,2013,,,,,,50.6,54.8,46.2,-340.0,-205.0,-350.0,-895.0,-7.6,351.0,644.0,293.0,5.5,20.7,1214.0,2441.0,1227.0,168.0,294.0,126.0,2.5,19.0,1166.0,2236.0,1070.0,-48.0,-205.0,-157.0,-1.7,-183.0,-350.0,-167.0,-3.0,-231.0,-555.0,-324.0,-4.7,90.2,90.1,90.4,82.8,80.9,85.0,17.2,19.1,15.0
pomurska,2014,9262.67,6550.55,638.26,1837.41,236.45,50.7,56.0,45.2,-359.0,31.0,-131.0,-459.0,-3.9,301.0,564.0,263.0,4.8,20.5,1216.0,2393.0,1177.0,262.0,433.0,171.0,3.7,20.7,1306.0,2424.0,1118.0,90.0,31.0,-59.0,0.3,-39.0,-131.0,-92.0,-1.1,51.0,-100.0,-151.0,-0.9,89.9,89.4,90.6,82.2,80.0,84.8,17.8,20.0,15.2
pomurska,2015,9315.23,6574.67,663.39,1876.18,200.98,50.6,55.3,45.6,-350.0,37.0,-280.0,-593.0,-5.1,372.0,661.0,289.0,5.7,19.4,1141.0,2258.0,1117.0,237.0,381.0,144.0,3.3,19.7,1186.0,2295.0,1109.0,45.0,37.0,-8.0,0.3,-135.0,-280.0,-145.0,-2.4,-90.0,-243.0,-153.0,-2.1,89.4,89.5,89.2,81.5,80.0,83.4,18.5,20.0,16.6
pomurska,2016,9823.1,6967.76,657.86,1970.54,226.93,51.3,54.8,47.7,-411.0,92.0,-287.0,-606.0,-5.2,395.0,701.0,306.0,6.1,19.1,1126.0,2207.0,1081.0,234.0,414.0,180.0,3.6,19.9,1113.0,2299.0,1186.0,-13.0,92.0,105.0,0.8,-161.0,-287.0,-126.0,-2.5,-174.0,-195.0,-21.0,-1.7,89.3,89.4,89.2,81.4,79.8,83.2,18.6,20.2,16.8
pomurska,2017,9790.77,6826.64,673.24,2033.84,257.05,53.6,57.6,49.3,-323.0,-3.0,-369.0,-695.0,-6.0,450.0,794.0,344.0,6.9,19.3,1100.0,2227.0,1127.0,261.0,425.0,164.0,3.7,19.3,1132.0,2224.0,1092.0,32.0,-3.0,-35.0,0.0,-189.0,-369.0,-180.0,-3.2,-157.0,-372.0,-215.0,-3.2,89.3,89.6,88.9,80.9,79.3,82.6,19.1,20.7,17.4
pomurska,2018,10290.17,7257.74,708.03,2136.48,187.91,55.8,59.1,52.3,-455.0,-112.0,73.0,-494.0,-4.3,305.0,597.0,292.0,5.2,17.8,1049.0,2042.0,993.0,447.0,670.0,223.0,5.8,16.8,996.0,1930.0,934.0,-53.0,-112.0,-59.0,-1.0,142.0,73.0,-69.0,0.6,89.0,-39.0,-128.0,-0.3,89.5,90.2,88.7,80.4,78.9,82.1,19.6,21.1,17.9
pomurska,2019,10905.22,7688.62,773.68,2233.81,209.12,57.0,60.3,53.5,-538.0,351.0,135.0,-52.0,-0.5,343.0,588.0,245.0,5.1,15.2,883.0,1742.0,859.0,495.0,723.0,228.0,6.3,18.3,1080.0,2093.0,1013.0,197.0,351.0,154.0,3.1,152.0,135.0,-17.0,1.2,349.0,486.0,137.0,4.2,91.0,92.4,89.4,80.4,79.1,82.0,19.6,20.9,18.0
pomurska,2020,11761.87,8251.22,833.05,2468.98,208.62,57.7,60.7,54.5,-873.0,354.0,989.0,470.0,4.1,321.0,548.0,227.0,4.8,22.1,1282.0,2528.0,1246.0,970.0,1537.0,567.0,13.4,25.2,1505.0,2882.0,1377.0,223.0,354.0,131.0,3.1,649.0,989.0,340.0,8.6,872.0,1343.0,471.0,11.7,90.6,91.9,89.2,79.4,77.9,81.0,20.6,22.1,19.0
pomurska,2021,12471.64,8803.28,816.99,2624.92,226.44,58.9,61.7,56.0,-678.0,220.0,-24.0,-482.0,-4.2,410.0,664.0,254.0,5.8,16.7,980.0,1913.0,933.0,399.0,640.0,241.0,5.6,18.6,1099.0,2133.0,1034.0,119.0,220.0,101.0,1.9,-11.0,-24.0,-13.0,-0.2,108.0,196.0,88.0,1.7,91.5,92.8,90.0,79.2,77.6,80.9,20.8,22.4,19.1
pomurska,2022,13570.04,9606.67,871.01,2828.49,263.87,60.9,63.5,58.0,-627.0,254.0,258.0,-115.0,-1.0,473.0,767.0,294.0,6.7,20.7,1202.0,2363.0,1161.0,589.0,1025.0,436.0,9.0,22.9,1372.0,2617.0,1245.0,170.0,254.0,84.0,2.2,116.0,258.0,142.0,2.3,286.0,512.0,226.0,4.5,90.7,91.8,89.5,78.2,76.4,80.1,21.8,23.6,19.9
pomurska,2023,14996.49,10738.96,903.56,3009.94,344.04,62.0,64.7,59.2,-610.0,98.0,81.0,-431.0,-3.8,453.0,749.0,296.0,6.6,17.9,1036.0,2039.0,1003.0,531.0,830.0,299.0,7.3,18.8,1176.0,2137.0,961.0,140.0,98.0,-42.0,0.9,78.0,81.0,3.0,0.7,218.0,179.0,-39.0,1.6,90.7,91.6,89.7,77.6,75.7,79.7,22.4,24.3,20.3
pomurska,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,94.1,91.4,78.7,76.9,80.6,21.3,23.1,19.4
pomurska,2025,16939.1886678471,12065.137021387614,958.0373333333337,3164.5337575757294,319.90870818564593,57.92179559570866,60.46470920383965,55.196386222473166,-539.9871921182275,137.37438423644926,33.74285714285725,-368.8699507389156,-3.262167487684728,492.820689655171,859.4147783251246,366.59408866995,7.475862068965512,25.241674876847355,1470.9408866995072,2912.1684729064,1441.2275862068927,560.8522167487681,893.1576354679783,332.3054187192138,7.78876847290644,26.44334975369452,1584.7832512315363,3049.5428571428347,1464.759605911313,113.84236453202175,137.37438423644926,23.53201970443297,1.2062068965517199,68.0315270935962,33.74285714285725,-34.28866995073895,0.31733990147782976,181.87389162561522,171.11724137931014,-10.75665024630598,1.523251231527098,91.39000000000001,93.16750000000002,89.37249999999997,77.44500000000005,75.8900000000001,79.02749999999992,22.555000000000064,24.1099999999999,20.972500000000082
pomurska,2026,18600.8175553482,13276.825017970154,989.4419999999955,3297.222181818157,347.122345436381,58.195539243365374,60.57097684923775,55.6408243929983,-547.5187192118246,146.5960591132971,37.13842364532047,-363.7842364532007,-3.2322167487684723,508.3310344827587,886.1152709359594,377.7842364532007,7.713793103448268,26.074236453202047,1519.7389162561594,3006.676847290626,1486.9379310344812,580.0886699507391,923.2536945812826,343.1650246305435,8.056600985221735,27.354679802955616,1639.3990147783334,3153.2729064039304,1513.873891625597,119.66009852216848,146.5960591132971,26.935960591132243,1.2848275862068874,71.75763546798044,37.13842364532047,-34.61921182266008,0.3477339901477805,191.4177339901471,183.7344827586203,-7.68325123152772,1.632463054187184,91.52117647058824,93.47617647058826,89.29794117647057,77.01720588235298,75.48661764705889,78.5469117647059,22.98279411764713,24.513382352941107,21.453088235294103
pomurska,2027,20394.753581256282,14587.671175184187,1020.8466666666645,3429.9106060605845,376.3886389159281,58.469282891021976,60.67724449463583,56.08526256352343,-555.0502463054199,155.81773399014492,40.5339901477837,-358.69852216748586,-3.2022660098522095,523.8413793103464,912.8157635467942,388.97438423645144,7.9517241379310235,26.90679802955674,1568.5369458128116,3101.185221674852,1532.6482758620696,599.3251231527101,953.3497536945797,354.0246305418732,8.324433497536916,28.266009852216712,1694.0147783251305,3257.002955665026,1562.9881773398956,125.47783251231704,155.81773399014492,30.339901477832427,1.363448275862055,75.48374384236467,40.5339901477837,-34.94975369458132,0.37812807881773125,200.96157635467898,196.35172413793043,-4.60985221674855,1.7416748768472985,91.65235294117647,93.7848529411765,89.22338235294117,76.58941176470591,75.08323529411769,78.06632352941176,23.4105882352942,24.916764705882315,21.93367647058824
posavska,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posavska,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posavska,1995,,,,,,,,,-159.0,0.0,81.0,-78.0,-1.1,20.0,39.0,19.0,0.5,3.9,123.0,276.0,153.0,54.0,120.0,66.0,1.7,3.9,124.0,276.0,152.0,1.0,0.0,-1.0,0.0,34.0,81.0,47.0,1.1,35.0,81.0,46.0,1.1,,,,,,,,,
posavska,1996,,,,,,,,,-121.0,1.0,32.0,-88.0,-1.2,12.0,35.0,23.0,0.5,3.5,104.0,252.0,148.0,30.0,67.0,37.0,0.9,3.6,118.0,253.0,135.0,14.0,1.0,-13.0,0.0,18.0,32.0,14.0,0.4,32.0,33.0,1.0,0.5,,,,,,,,,
posavska,1997,,,,,,,,,-139.0,-14.0,14.0,-139.0,-2.0,18.0,31.0,13.0,0.4,4.0,123.0,280.0,157.0,20.0,45.0,25.0,0.6,3.8,131.0,266.0,135.0,8.0,-14.0,-22.0,-0.2,2.0,14.0,12.0,0.2,10.0,0.0,-10.0,0.0,,,,,,,,,
posavska,1998,,,,,,,,,-225.0,47.0,20.0,-158.0,-2.3,222.0,306.0,84.0,4.4,3.6,105.0,250.0,145.0,176.0,326.0,150.0,4.6,4.2,127.0,297.0,170.0,22.0,47.0,25.0,0.7,-46.0,20.0,66.0,0.3,-24.0,67.0,91.0,1.0,,,,,,,,,
posavska,1999,,,,,,,,,-224.0,-15.0,93.0,-146.0,-2.1,74.0,111.0,37.0,1.6,4.0,119.0,281.0,162.0,169.0,204.0,35.0,2.9,3.8,133.0,266.0,133.0,14.0,-15.0,-29.0,-0.2,95.0,93.0,-2.0,1.3,109.0,78.0,-31.0,1.1,,,,,,,,,
posavska,2000,,,,,,,,,-141.0,-19.0,210.0,50.0,0.7,132.0,177.0,45.0,2.5,4.0,119.0,277.0,158.0,268.0,387.0,119.0,5.5,3.7,113.0,258.0,145.0,-6.0,-19.0,-13.0,-0.3,136.0,210.0,74.0,3.0,130.0,191.0,61.0,2.7,,,,,,,,,
posavska,2001,,,,,,,,,-149.0,52.0,100.0,3.0,0.0,134.0,202.0,68.0,2.9,3.9,124.0,275.0,151.0,190.0,302.0,112.0,4.3,4.7,159.0,327.0,168.0,35.0,52.0,17.0,0.7,56.0,100.0,44.0,1.4,91.0,152.0,61.0,2.2,,,,,,,,,
posavska,2002,,,,,,54.8,60.8,48.3,-123.0,42.0,152.0,71.0,1.0,309.0,468.0,159.0,6.7,3.8,113.0,269.0,156.0,413.0,620.0,207.0,8.8,4.4,149.0,311.0,162.0,36.0,42.0,6.0,0.6,104.0,152.0,48.0,2.2,140.0,194.0,54.0,2.8,,,,,,,,,
posavska,2003,,,,,,53.1,59.9,45.9,-170.0,-22.0,270.0,78.0,1.1,213.0,337.0,124.0,4.8,4.3,137.0,300.0,163.0,415.0,607.0,192.0,8.6,4.0,136.0,278.0,142.0,-1.0,-22.0,-21.0,-0.3,202.0,270.0,68.0,3.8,201.0,248.0,47.0,3.5,,,,,,,,,
posavska,2004,,,,,,54.0,61.0,46.4,-157.0,-42.0,77.0,-122.0,-1.7,311.0,408.0,97.0,5.8,4.5,145.0,317.0,172.0,370.0,485.0,115.0,6.9,3.9,121.0,275.0,154.0,-24.0,-42.0,-18.0,-0.6,59.0,77.0,18.0,1.1,35.0,35.0,0.0,0.5,,,,,,,,,
posavska,2005,,,,,,56.5,64.1,48.2,-140.0,71.0,236.0,167.0,2.4,389.0,485.0,96.0,6.9,3.4,107.0,240.0,133.0,528.0,721.0,193.0,10.3,4.4,137.0,311.0,174.0,30.0,71.0,41.0,1.0,139.0,236.0,97.0,3.4,169.0,307.0,138.0,4.4,,,,,,,,,
posavska,2006,,,,,,57.0,64.7,48.8,-92.0,29.0,229.0,166.0,2.4,530.0,705.0,175.0,10.1,4.4,128.0,305.0,177.0,720.0,934.0,214.0,13.3,4.8,165.0,334.0,169.0,37.0,29.0,-8.0,0.4,190.0,229.0,39.0,3.3,227.0,258.0,31.0,3.7,,,,,,,,,
posavska,2007,,,,,,59.0,66.7,50.6,-189.0,44.0,352.0,207.0,2.9,402.0,607.0,205.0,8.6,4.9,165.0,344.0,179.0,762.0,959.0,197.0,13.7,5.5,196.0,388.0,192.0,31.0,44.0,13.0,0.6,360.0,352.0,-8.0,5.0,391.0,396.0,5.0,5.6,,,,,,,,,
posavska,2008,,,,,,61.3,68.9,52.8,-45.0,-448.0,711.0,218.0,3.1,253.0,381.0,128.0,5.5,29.2,981.0,2040.0,1059.0,895.0,1092.0,197.0,15.6,22.8,782.0,1592.0,810.0,-199.0,-448.0,-249.0,-6.4,642.0,711.0,69.0,10.2,443.0,263.0,-180.0,3.8,,,,,,,,,
posavska,2009,,,,,,60.9,68.5,52.6,-104.0,-76.0,259.0,79.0,1.1,550.0,685.0,135.0,9.8,22.6,861.0,1585.0,724.0,733.0,944.0,211.0,13.5,21.5,834.0,1509.0,675.0,-27.0,-76.0,-49.0,-1.1,183.0,259.0,76.0,3.7,156.0,183.0,27.0,2.6,82.6,81.0,84.7,72.7,69.7,76.9,27.3,30.3,23.1
posavska,2010,,,,,,58.9,65.7,51.3,-73.0,51.0,-20.0,-42.0,-0.6,420.0,540.0,120.0,7.7,24.1,925.0,1695.0,770.0,343.0,520.0,177.0,7.4,24.9,1020.0,1746.0,726.0,95.0,51.0,-44.0,0.7,-77.0,-20.0,57.0,-0.3,18.0,31.0,13.0,0.4,81.8,78.9,85.6,71.6,67.7,76.7,28.4,32.3,23.3
posavska,2011,,,,,,58.5,64.7,51.6,-34.0,43.0,20.0,29.0,0.4,261.0,382.0,121.0,5.5,26.1,1024.0,1830.0,806.0,241.0,402.0,161.0,5.7,26.7,1063.0,1873.0,810.0,39.0,43.0,4.0,0.6,-20.0,20.0,40.0,0.3,19.0,63.0,44.0,0.9,80.8,77.9,84.5,70.9,67.3,75.6,29.1,32.7,24.4
posavska,2012,,,,,,57.9,64.1,50.9,-90.0,57.0,71.0,38.0,0.5,258.0,429.0,171.0,6.1,27.0,1035.0,1899.0,864.0,301.0,500.0,199.0,7.1,27.9,1122.0,1956.0,834.0,87.0,57.0,-30.0,0.8,43.0,71.0,28.0,1.0,130.0,128.0,-2.0,1.8,79.9,76.3,84.7,70.6,66.9,75.6,29.4,33.1,24.4
posavska,2013,,,,,,57.5,63.0,51.3,-70.0,-237.0,55.0,-252.0,-3.6,205.0,370.0,165.0,5.3,28.5,1098.0,1999.0,901.0,274.0,425.0,151.0,6.1,25.1,1043.0,1762.0,719.0,-55.0,-237.0,-182.0,-3.4,69.0,55.0,-14.0,0.8,14.0,-182.0,-196.0,-2.6,79.6,75.7,84.7,69.8,66.0,74.9,30.2,34.0,25.1
posavska,2014,10014.05,7148.89,599.61,2012.38,253.16,57.9,64.1,50.9,-64.0,104.0,-39.0,1.0,0.0,274.0,427.0,153.0,6.1,27.7,1094.0,1937.0,843.0,223.0,388.0,165.0,5.5,29.2,1071.0,2041.0,970.0,-23.0,104.0,127.0,1.5,-51.0,-39.0,12.0,-0.6,-74.0,65.0,139.0,0.9,79.1,75.1,84.2,68.8,64.6,74.2,31.2,35.4,25.8
posavska,2015,10272.47,7351.27,606.15,2024.92,290.13,58.5,64.5,51.9,-42.0,106.0,23.0,87.0,1.1,283.0,451.0,168.0,6.0,25.9,1060.0,1958.0,898.0,294.0,474.0,180.0,6.3,27.3,1107.0,2064.0,957.0,47.0,106.0,59.0,1.4,11.0,23.0,12.0,0.3,58.0,129.0,71.0,1.7,76.7,72.7,81.9,67.2,63.1,72.5,32.8,36.9,27.5
posavska,2016,10693.43,7740.73,617.45,2056.08,279.17,59.4,64.8,53.4,-133.0,-30.0,-4.0,-167.0,-2.2,362.0,516.0,154.0,6.8,27.7,1124.0,2097.0,973.0,315.0,512.0,197.0,6.8,27.3,1083.0,2067.0,984.0,-41.0,-30.0,11.0,-0.4,-47.0,-4.0,43.0,-0.1,-88.0,-34.0,54.0,-0.4,77.0,73.8,81.2,66.6,62.9,71.3,33.4,37.1,28.7
posavska,2017,11118.17,8147.5,615.61,2106.54,248.53,62.3,68.1,56.0,-35.0,-74.0,-72.0,-181.0,-2.4,352.0,577.0,225.0,7.7,27.4,1066.0,2068.0,1002.0,312.0,505.0,193.0,6.7,26.4,1065.0,1994.0,929.0,-1.0,-74.0,-73.0,-1.0,-40.0,-72.0,-32.0,-1.0,-41.0,-146.0,-105.0,-1.9,77.6,75.1,80.9,66.3,63.0,70.6,33.7,37.0,29.4
posavska,2018,11836.2,8736.28,643.89,2176.88,279.15,65.0,70.6,58.7,-149.0,-176.0,515.0,190.0,2.5,207.0,334.0,127.0,4.4,25.8,1033.0,1946.0,913.0,644.0,849.0,205.0,11.3,23.5,932.0,1770.0,838.0,-101.0,-176.0,-75.0,-2.3,437.0,515.0,78.0,6.8,336.0,339.0,3.0,4.5,77.0,74.5,80.2,65.8,62.6,70.0,34.2,37.4,30.0
posavska,2019,12639.84,9343.14,688.88,2258.68,349.14,66.8,72.3,60.5,-96.0,-49.0,409.0,264.0,3.5,375.0,562.0,187.0,7.4,25.2,1092.0,1912.0,820.0,753.0,971.0,218.0,12.8,24.6,1043.0,1863.0,820.0,-49.0,-49.0,0.0,-0.6,378.0,409.0,31.0,5.4,329.0,360.0,31.0,4.7,77.0,74.7,80.0,65.3,62.1,69.5,34.7,37.9,30.5
posavska,2020,13050.72,9590.97,764.1,2452.81,242.84,66.2,71.0,60.8,-239.0,-18.0,394.0,137.0,1.8,522.0,690.0,168.0,9.1,33.9,1457.0,2578.0,1121.0,713.0,1084.0,371.0,14.3,33.7,1399.0,2560.0,1161.0,-58.0,-18.0,40.0,-0.2,191.0,394.0,203.0,5.2,133.0,376.0,243.0,4.9,78.4,77.4,79.7,65.0,62.3,68.4,35.0,37.7,31.6
posavska,2021,14138.01,10522.58,763.38,2591.33,260.72,67.5,72.5,62.0,-258.0,154.0,5.0,-99.0,-1.3,503.0,670.0,167.0,8.8,23.6,991.0,1785.0,794.0,422.0,675.0,253.0,8.9,25.6,1048.0,1939.0,891.0,57.0,154.0,97.0,2.0,-81.0,5.0,86.0,0.1,-24.0,159.0,183.0,2.1,78.5,76.9,80.5,64.6,61.6,68.4,35.4,38.4,31.6
posavska,2022,15338.23,11337.87,809.16,2801.22,389.99,69.5,74.7,63.7,-310.0,80.0,384.0,154.0,2.0,422.0,649.0,227.0,8.6,28.4,1133.0,2151.0,1018.0,669.0,1033.0,364.0,13.6,29.5,1184.0,2231.0,1047.0,51.0,80.0,29.0,1.1,247.0,384.0,137.0,5.1,298.0,464.0,166.0,6.1,79.4,78.8,80.3,64.8,62.3,68.0,35.2,37.7,32.0
posavska,2023,16922.71,12724.44,818.9,2970.08,409.29,70.7,75.8,64.9,-171.0,-71.0,284.0,42.0,0.6,503.0,736.0,233.0,9.7,25.0,1018.0,1896.0,878.0,723.0,1020.0,297.0,13.4,24.0,991.0,1825.0,834.0,-27.0,-71.0,-44.0,-0.9,220.0,284.0,64.0,3.7,193.0,213.0,20.0,2.8,78.8,78.0,79.8,64.0,61.1,67.6,36.0,38.9,32.4
posavska,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,78.3,79.5,64.4,61.8,67.6,35.6,38.2,32.4
