regija,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Employment rate,Employment rate for men,Employment rate for women,Natural increase,Net migration between statistical regions,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other regions per 1000 population,Emigrants to other statistical regions - Men,Emigrants to other statistical regions - Total,Emigrants to other statistical regions - Women,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 populationv,Immigrants from other regions per 1000 population,Immigrants from other statistical regions - Men,Immigrants from other statistical regions - Total,Immigrants from other statistical regions - Women,Net migration between statistical regions - Men,Net migration between statistical regions - Total,Net migration between statistical regions - Women,Net migration between statistical regions per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - women
goriška,2015,10706.1,7502.92,512.58,2312.02,378.58,59.1,62.5,55.3,-111.0,-99.0,92.0,-118.0,-1.0,414.0,689.0,275.0,5.8,22.3,1350.0,2637.0,1287.0,451.0,781.0,330.0,6.6,21.5,1287.0,2538.0,1251.0,-63.0,-99.0,-36.0,-0.8,37.0,92.0,55.0,0.8,-26.0,-7.0,19.0,-0.1,95.7,95.9,95.5,85.4,84.2,86.9,14.6,15.8,13.1
goriška,2016,11052.65,7860.34,519.64,2344.4,328.26,60.9,64.0,57.4,-181.0,-265.0,126.0,-320.0,-2.7,427.0,727.0,300.0,6.2,22.5,1362.0,2650.0,1288.0,516.0,853.0,337.0,7.2,20.2,1163.0,2385.0,1222.0,-199.0,-265.0,-66.0,-2.2,89.0,126.0,37.0,1.1,-110.0,-139.0,-29.0,-1.2,96.3,96.8,95.7,85.2,84.0,86.6,14.8,16.0,13.4
goriška,2017,11494.18,8258.68,521.36,2403.31,310.82,63.7,67.1,60.0,-235.0,-346.0,85.0,-496.0,-4.2,489.0,833.0,344.0,7.1,23.8,1458.0,2804.0,1346.0,605.0,918.0,313.0,7.8,20.9,1237.0,2458.0,1221.0,-221.0,-346.0,-125.0,-2.9,116.0,85.0,-31.0,0.7,-105.0,-261.0,-156.0,-2.2,97.1,98.2,95.7,84.9,84.2,85.7,15.1,15.8,14.3
goriška,2018,12183.18,8791.34,534.68,2486.83,370.33,66.5,70.1,62.6,-188.0,-320.0,866.0,358.0,3.1,373.0,616.0,243.0,5.2,20.7,1260.0,2426.0,1166.0,1010.0,1482.0,472.0,12.6,17.9,1139.0,2106.0,967.0,-121.0,-320.0,-199.0,-2.7,637.0,866.0,229.0,7.4,516.0,546.0,30.0,4.7,93.5,93.4,93.5,82.8,81.6,84.3,17.2,18.4,15.7
goriška,2019,12832.01,9276.45,561.28,2569.15,425.14,68.0,71.5,64.1,-286.0,-200.0,916.0,430.0,3.6,456.0,700.0,244.0,5.9,19.7,1254.0,2328.0,1074.0,1149.0,1616.0,467.0,13.7,18.0,1167.0,2128.0,961.0,-87.0,-200.0,-113.0,-1.7,693.0,916.0,223.0,7.8,606.0,716.0,110.0,6.1,95.3,95.7,94.8,84.3,83.5,85.3,15.7,16.5,14.7
goriška,2020,13139.05,9393.33,614.5,2748.53,382.7,68.3,71.6,64.6,-309.0,-14.0,788.0,465.0,3.9,636.0,955.0,319.0,8.1,27.4,1832.0,3250.0,1418.0,1142.0,1743.0,601.0,14.7,27.3,1696.0,3236.0,1540.0,-136.0,-14.0,122.0,-0.1,506.0,788.0,282.0,6.7,370.0,774.0,404.0,6.5,94.9,96.1,93.3,83.1,82.7,83.7,16.9,17.3,16.3
goriška,2021,14168.51,10294.31,623.82,2898.26,352.12,69.3,72.5,65.8,-335.0,-74.0,216.0,-193.0,-1.6,641.0,925.0,284.0,7.8,21.7,1381.0,2570.0,1189.0,674.0,1141.0,467.0,9.6,21.1,1278.0,2496.0,1218.0,-103.0,-74.0,29.0,-0.6,33.0,216.0,183.0,1.8,-70.0,142.0,212.0,1.2,95.4,97.0,93.5,82.8,82.5,83.2,17.2,17.5,16.8
goriška,2022,15474.2,11181.72,659.9,3130.61,501.97,71.3,74.7,67.6,-488.0,-212.0,808.0,108.0,0.9,630.0,944.0,314.0,8.0,25.7,1566.0,3036.0,1470.0,1055.0,1752.0,697.0,14.8,23.9,1476.0,2824.0,1348.0,-90.0,-212.0,-122.0,-1.8,425.0,808.0,383.0,6.8,335.0,596.0,261.0,5.0,95.4,97.3,93.1,82.6,82.1,83.3,17.4,17.9,16.7
goriška,2023,17003.92,12481.72,655.33,3320.21,546.66,71.9,75.2,68.2,-441.0,-218.0,487.0,-172.0,-1.5,688.0,1077.0,389.0,9.1,21.6,1258.0,2556.0,1298.0,993.0,1564.0,571.0,13.2,19.8,1216.0,2338.0,1122.0,-42.0,-218.0,-176.0,-1.8,305.0,487.0,182.0,4.1,263.0,269.0,6.0,2.3,95.4,97.2,93.3,82.4,81.7,83.3,17.6,18.3,16.7
goriška,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,96.7,93.1,82.0,81.2,83.0,18.0,18.8,17.0
goriška,2025,19202.443403397545,14284.669305203292,691.9269696969714,3390.003939393937,549.1625238792276,69.65590062111801,72.44669678147932,66.51513269339353,-231.33399014778297,-334.54975369458043,610.7615763546783,44.87783251231485,0.3606896551724077,699.159605911329,1075.409852216755,376.25024630541884,9.092906403940901,31.00315270935971,1935.0738916255941,3668.8492610837566,1733.7753694581334,1087.4157635467927,1686.1714285714406,598.7556650246333,14.25152709359611,28.190640394088405,1748.9605911330145,3334.2995073891943,1585.3389162561507,-186.1133004926105,-334.54975369458043,-148.43645320197038,-2.8059113300492555,388.256157635471,610.7615763546783,222.50541871921268,5.168374384236415,202.1428571428587,276.2118226600978,74.06896551724094,2.3440394088669905,94.75750000000002,96.3725,92.76750000000004,81.54250000000002,81.03250000000003,82.22500000000002,18.457499999999982,18.967499999999973,17.774999999999977
goriška,2026,21037.57634978925,15785.217634315966,710.2352727272737,3503.5305454545596,593.0833444603729,70.25855448898938,72.95443252399775,67.21597967250136,-236.14581280788116,-341.26945812807935,627.2078817734,49.79261083743768,0.40068965517241395,715.9325123152666,1104.1078817734015,388.17536945812753,9.337290640394087,32.05334975369442,2001.62807881771,3792.829064039397,1791.2009852216725,1113.7822660098464,1731.3157635468087,617.5334975369478,14.63556650246312,29.18423645320172,1810.7684729064058,3451.559605911345,1640.79113300491,-190.8596059113297,-341.26945812807935,-150.40985221674873,-2.862315270935966,397.84975369458334,627.2078817734,229.35812807881848,5.308423645320147,206.9901477832518,285.93842364531884,78.94827586206884,2.4267487684728906,94.63411764705884,96.35088235294118,92.51955882352945,81.17838235294118,80.71941176470591,81.80294117647054,18.821617647058815,19.28058823529409,18.19705882352946
goriška,2027,23015.14423456866,17415.217632712538,728.543575757576,3617.0571515151532,639.94192698065,70.86120835686052,73.46216826651619,67.9168266516092,-240.95763546797934,-347.98916256157645,643.6541871921145,54.7073891625605,0.440689655172406,732.7054187192116,1132.805911330055,400.1004926108362,9.581674876847273,33.10354679802958,2068.182266009826,3916.8088669950666,1848.626600985226,1140.1487684729,1776.4600985221768,636.3113300492623,15.019605911330132,30.177832512315035,1872.5763546798116,3568.8197044335247,1696.243349753684,-195.6059113300489,-347.98916256157645,-152.38325123152708,-2.918719211822662,407.44334975369566,643.6541871921145,236.21083743842428,5.448472906403936,211.83743842364674,295.66502463053985,83.82758620689674,2.509458128078819,94.51073529411767,96.32926470588237,92.27161764705886,80.81426470588235,80.4063235294118,81.38088235294117,19.18573529411765,19.593676470588207,18.61911764705883
jugovzhodna slovenija,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jugovzhodna slovenija,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jugovzhodna slovenija,1995,,,,,,,,,157.0,53.0,118.0,328.0,2.4,27.0,49.0,22.0,0.4,3.8,169.0,396.0,227.0,76.0,167.0,91.0,1.2,4.3,190.0,449.0,259.0,21.0,53.0,32.0,0.4,49.0,118.0,69.0,0.9,70.0,171.0,101.0,1.6,,,,,,,,,
jugovzhodna slovenija,1996,,,,,,,,,103.0,91.0,35.0,229.0,1.7,26.0,65.0,39.0,0.5,3.8,182.0,401.0,219.0,53.0,100.0,47.0,0.7,4.7,222.0,492.0,270.0,40.0,91.0,51.0,0.7,27.0,35.0,8.0,0.3,67.0,126.0,59.0,1.2,,,,,,,,,
jugovzhodna slovenija,1997,,,,,,,,,150.0,79.0,41.0,270.0,2.0,14.0,34.0,20.0,0.2,3.0,206.0,416.0,210.0,35.0,75.0,40.0,0.5,3.6,233.0,495.0,262.0,27.0,79.0,52.0,0.6,21.0,41.0,20.0,0.3,48.0,120.0,72.0,0.9,,,,,,,,,
jugovzhodna slovenija,1998,,,,,,,,,37.0,61.0,-93.0,5.0,0.0,270.0,344.0,74.0,2.5,3.4,193.0,460.0,267.0,152.0,251.0,99.0,1.8,3.8,254.0,521.0,267.0,61.0,61.0,0.0,0.4,-118.0,-93.0,25.0,-0.7,-57.0,-32.0,25.0,-0.2,,,,,,,,,
jugovzhodna slovenija,1999,,,,,,,,,-3.0,172.0,113.0,282.0,2.0,118.0,164.0,46.0,1.2,2.7,182.0,375.0,193.0,200.0,277.0,77.0,2.0,4.0,253.0,547.0,294.0,71.0,172.0,101.0,1.2,82.0,113.0,31.0,0.8,153.0,285.0,132.0,2.1,,,,,,,,,
jugovzhodna slovenija,2000,,,,,,,,,95.0,108.0,70.0,273.0,2.0,141.0,212.0,71.0,1.5,3.1,172.0,426.0,254.0,220.0,282.0,62.0,2.0,3.9,236.0,534.0,298.0,64.0,108.0,44.0,0.8,79.0,70.0,-9.0,0.5,143.0,178.0,35.0,1.3,,,,,,,,,
jugovzhodna slovenija,2001,,,,,,,,,341.0,61.0,42.0,151.0,1.0,292.0,385.0,93.0,2.8,3.5,196.0,483.0,287.0,311.0,427.0,116.0,3.1,3.9,256.0,544.0,288.0,60.0,61.0,1.0,0.4,19.0,42.0,23.0,0.3,79.0,103.0,24.0,0.7,,,,,,,,,
jugovzhodna slovenija,2002,,,,,,58.9,63.7,53.7,-14.0,8.0,127.0,121.0,0.9,292.0,445.0,153.0,3.2,3.7,224.0,513.0,289.0,425.0,572.0,147.0,4.1,3.8,257.0,521.0,264.0,33.0,8.0,-25.0,0.1,133.0,127.0,-6.0,0.9,166.0,135.0,-31.0,1.0,,,,,,,,,
jugovzhodna slovenija,2003,,,,,,58.1,63.0,52.8,-73.0,85.0,196.0,208.0,1.5,259.0,403.0,144.0,2.9,3.4,217.0,479.0,262.0,423.0,599.0,176.0,4.3,4.1,253.0,564.0,311.0,36.0,85.0,49.0,0.6,164.0,196.0,32.0,1.4,200.0,281.0,81.0,2.0,,,,,,,,,
jugovzhodna slovenija,2004,,,,,,58.6,63.7,53.1,24.0,80.0,148.0,252.0,1.8,399.0,487.0,88.0,3.5,3.6,217.0,494.0,277.0,516.0,635.0,119.0,4.6,4.1,253.0,574.0,321.0,36.0,80.0,44.0,0.6,117.0,148.0,31.0,1.1,153.0,228.0,75.0,1.6,,,,,,,,,
jugovzhodna slovenija,2005,,,,,,60.2,65.8,54.2,2.0,70.0,480.0,552.0,4.0,371.0,437.0,66.0,3.1,3.8,233.0,534.0,301.0,737.0,917.0,180.0,6.6,4.3,266.0,604.0,338.0,33.0,70.0,37.0,0.5,366.0,480.0,114.0,3.4,399.0,550.0,151.0,3.9,,,,,,,,,
jugovzhodna slovenija,2006,,,,,,60.4,66.3,54.0,197.0,19.0,405.0,621.0,4.4,735.0,852.0,117.0,6.1,4.6,274.0,646.0,372.0,1051.0,1257.0,206.0,9.0,4.7,317.0,665.0,348.0,43.0,19.0,-24.0,0.1,316.0,405.0,89.0,2.9,359.0,424.0,65.0,3.0,,,,,,,,,
jugovzhodna slovenija,2007,,,,,,62.4,68.7,55.7,125.0,-88.0,1007.0,1044.0,7.4,883.0,1066.0,183.0,7.6,5.1,315.0,713.0,398.0,1822.0,2073.0,251.0,14.7,4.4,308.0,625.0,317.0,-7.0,-88.0,-81.0,-0.6,939.0,1007.0,68.0,7.1,932.0,919.0,-13.0,6.5,,,,,,,,,
jugovzhodna slovenija,2008,,,,,,63.6,69.8,56.8,347.0,-147.0,1447.0,1647.0,11.7,463.0,612.0,149.0,4.4,25.0,1678.0,3503.0,1825.0,1712.0,2059.0,347.0,14.7,23.9,1847.0,3356.0,1509.0,169.0,-147.0,-316.0,-1.0,1249.0,1447.0,198.0,10.3,1418.0,1300.0,-118.0,9.3,,,,,,,,,
jugovzhodna slovenija,2009,,,,,,62.2,68.1,55.6,149.0,25.0,728.0,902.0,6.4,1030.0,1258.0,228.0,8.9,20.6,1604.0,2929.0,1325.0,1606.0,1986.0,380.0,14.0,20.8,1724.0,2954.0,1230.0,120.0,25.0,-95.0,0.2,576.0,728.0,152.0,5.1,696.0,753.0,57.0,5.3,89.8,90.2,89.2,78.6,77.8,79.8,21.4,22.2,20.2
jugovzhodna slovenija,2010,,,,,,60.5,66.1,54.2,358.0,-12.0,42.0,388.0,2.7,654.0,854.0,200.0,6.0,22.4,1877.0,3195.0,1318.0,582.0,896.0,314.0,6.3,22.4,1900.0,3183.0,1283.0,23.0,-12.0,-35.0,-0.1,-72.0,42.0,114.0,0.3,-49.0,30.0,79.0,0.2,88.8,90.0,87.3,77.4,77.0,77.8,22.6,23.0,22.2
jugovzhodna slovenija,2011,,,,,,59.7,64.9,54.0,324.0,-241.0,153.0,236.0,1.7,470.0,657.0,187.0,4.6,24.7,2094.0,3521.0,1427.0,499.0,810.0,311.0,5.7,23.0,1890.0,3280.0,1390.0,-204.0,-241.0,-37.0,-1.7,29.0,153.0,124.0,1.1,-175.0,-88.0,87.0,-0.6,87.9,89.1,86.4,76.4,76.0,76.9,23.6,24.0,23.1
jugovzhodna slovenija,2012,,,,,,58.7,63.7,53.3,274.0,-406.0,-60.0,-192.0,-1.3,517.0,789.0,272.0,5.5,26.4,2067.0,3775.0,1708.0,444.0,729.0,285.0,5.1,23.6,1895.0,3369.0,1474.0,-172.0,-406.0,-234.0,-2.8,-73.0,-60.0,13.0,-0.4,-245.0,-466.0,-221.0,-3.3,88.6,89.0,88.0,76.8,75.8,78.1,23.2,24.2,21.9
jugovzhodna slovenija,2013,,,,,,58.2,62.8,53.1,214.0,-317.0,1.0,-102.0,-0.7,421.0,661.0,240.0,4.6,25.8,1949.0,3681.0,1732.0,411.0,662.0,251.0,4.6,23.6,1890.0,3364.0,1474.0,-59.0,-317.0,-258.0,-2.2,-10.0,1.0,11.0,0.0,-69.0,-316.0,-247.0,-2.2,88.7,89.1,88.1,77.0,76.1,78.1,23.0,23.9,21.9
jugovzhodna slovenija,2014,10699.05,7799.26,608.86,1903.02,387.9,59.2,64.5,53.2,284.0,-347.0,18.0,-45.0,-0.3,397.0,676.0,279.0,4.8,26.5,2052.0,3772.0,1720.0,452.0,694.0,242.0,4.9,24.1,1816.0,3425.0,1609.0,-236.0,-347.0,-111.0,-2.4,55.0,18.0,-37.0,0.1,-181.0,-329.0,-148.0,-2.3,87.6,87.7,87.4,75.6,74.4,77.2,24.4,25.6,22.8
jugovzhodna slovenija,2015,10914.95,8012.9,629.08,1918.41,354.56,60.1,65.2,54.5,126.0,38.0,31.0,195.0,1.4,445.0,723.0,278.0,5.1,24.2,1870.0,3445.0,1575.0,470.0,754.0,284.0,5.3,24.5,1857.0,3483.0,1626.0,-13.0,38.0,51.0,0.3,25.0,31.0,6.0,0.2,12.0,69.0,57.0,0.5,89.2,89.6,88.6,76.2,75.2,77.6,23.8,24.8,22.4
jugovzhodna slovenija,2016,11314.06,8362.26,629.98,1950.89,370.93,61.3,66.0,56.2,195.0,-65.0,19.0,149.0,1.0,449.0,746.0,297.0,5.2,24.3,1886.0,3464.0,1578.0,520.0,765.0,245.0,5.4,23.8,1837.0,3399.0,1562.0,-49.0,-65.0,-16.0,-0.5,71.0,19.0,-52.0,0.1,22.0,-46.0,-68.0,-0.3,89.3,90.3,88.1,75.7,75.0,76.7,24.3,25.0,23.3
jugovzhodna slovenija,2017,11877.14,8824.2,630.65,1994.67,427.62,64.6,69.7,59.0,103.0,-80.0,71.0,94.0,0.7,543.0,864.0,321.0,6.1,23.8,1831.0,3400.0,1569.0,617.0,935.0,318.0,6.6,23.3,1739.0,3320.0,1581.0,-92.0,-80.0,12.0,-0.6,74.0,71.0,-3.0,0.5,-18.0,-9.0,9.0,-0.1,89.6,90.7,88.2,75.6,74.8,76.5,24.4,25.2,23.5
jugovzhodna slovenija,2018,12492.98,9421.33,662.38,2057.75,351.52,67.3,72.3,61.7,65.0,-168.0,1316.0,1213.0,8.5,418.0,645.0,227.0,4.5,22.9,1819.0,3289.0,1470.0,1543.0,1961.0,418.0,13.7,21.8,1697.0,3121.0,1424.0,-122.0,-168.0,-46.0,-1.2,1125.0,1316.0,191.0,9.2,1003.0,1148.0,145.0,8.0,90.3,91.1,89.2,75.7,75.0,76.6,24.3,25.0,23.4
jugovzhodna slovenija,2019,13431.4,10054.1,707.86,2125.63,543.8,68.5,73.5,63.0,108.0,-124.0,1350.0,1334.0,9.2,515.0,759.0,244.0,5.2,22.2,1848.0,3212.0,1364.0,1588.0,2109.0,521.0,14.6,21.3,1776.0,3088.0,1312.0,-72.0,-124.0,-52.0,-0.9,1073.0,1350.0,277.0,9.3,1001.0,1226.0,225.0,8.5,91.0,92.1,89.6,75.4,74.7,76.3,24.6,25.3,23.7
jugovzhodna slovenija,2020,13784.72,10301.53,766.61,2315.34,401.24,68.0,72.0,63.4,-226.0,67.0,710.0,551.0,3.8,708.0,946.0,238.0,6.5,31.9,2664.0,4649.0,1985.0,1062.0,1656.0,594.0,11.4,32.3,2549.0,4716.0,2167.0,-115.0,67.0,182.0,0.5,354.0,710.0,356.0,4.9,239.0,777.0,538.0,5.3,90.0,91.0,88.8,74.1,73.1,75.4,25.9,26.9,24.6
jugovzhodna slovenija,2021,14744.66,11108.75,781.26,2464.79,389.86,69.1,73.2,64.5,-65.0,225.0,143.0,303.0,2.1,695.0,988.0,293.0,6.8,23.3,1882.0,3403.0,1521.0,648.0,1131.0,483.0,7.8,24.9,2019.0,3628.0,1609.0,137.0,225.0,88.0,1.5,-47.0,143.0,190.0,1.0,90.0,368.0,278.0,2.5,89.6,90.3,88.7,73.2,71.9,74.9,26.8,28.1,25.1
jugovzhodna slovenija,2022,16099.71,11951.63,831.74,2668.17,648.17,70.4,74.4,65.9,-112.0,3.0,908.0,799.0,5.5,594.0,861.0,267.0,5.9,28.5,2219.0,4178.0,1959.0,1112.0,1769.0,657.0,12.1,28.6,2301.0,4181.0,1880.0,82.0,3.0,-79.0,0.0,518.0,908.0,390.0,6.2,600.0,911.0,311.0,6.2,89.0,89.4,88.5,72.5,71.0,74.5,27.5,29.0,25.5
jugovzhodna slovenija,2023,17595.27,13280.33,841.77,2832.16,641.0,70.8,74.5,66.6,-93.0,81.0,709.0,697.0,4.7,664.0,958.0,294.0,6.5,23.1,1837.0,3398.0,1561.0,1051.0,1667.0,616.0,11.3,23.6,1930.0,3479.0,1549.0,93.0,81.0,-12.0,0.5,387.0,709.0,322.0,4.8,480.0,790.0,310.0,5.4,88.7,89.1,88.3,72.0,70.5,73.9,28.0,29.5,26.1
jugovzhodna slovenija,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6,88.6,88.6,72.0,70.2,74.1,28.0,29.8,25.9
jugovzhodna slovenija,2025,20236.646638110804,15408.328729805848,895.1384242424247,2901.051515151543,754.2126800875349,69.3771315640879,73.5229813664597,64.66854884246209,51.84630541871866,-113.14187192118152,706.4364532019681,653.5123152709384,4.507389162561566,748.159605911329,1090.9438423645333,342.7842364532007,7.54591133004925,33.07241379310335,2655.983251231519,4799.466009852244,2143.4827586206957,1227.3714285714304,1797.3802955665014,570.008866995071,12.447586206896517,32.25507389162567,2599.801970443339,4686.324137931049,2086.5221674877102,-56.18128078817699,-113.14187192118152,-56.96059113300544,-0.825418719211811,479.2118226600978,706.4364532019681,227.22463054187392,4.866699507389171,423.03054187192174,593.294581280792,170.26403940886667,4.012610837438416,89.56249999999999,90.07499999999999,88.95250000000001,71.91999999999996,70.41999999999996,73.79999999999995,28.08000000000004,29.58000000000004,26.200000000000045
jugovzhodna slovenija,2026,22267.62515321833,17044.989216939986,923.7721818181817,3005.3543636363756,860.8660120376449,69.90621118012405,73.97972896668557,65.26566911349528,48.2073891625605,-118.77142857142826,728.444334975371,667.4064039408877,4.599014778325113,767.3118226601,1120.4640394088638,353.1522167487674,7.7457635467980595,34.18448275862056,2748.799014778313,4963.333497537009,2214.5344827586086,1260.2502463054188,1848.9083743842348,588.6581280788159,12.798620689655081,33.324679802955416,2689.0891625615477,4844.562068965519,2155.472906403971,-59.709852216748914,-118.77142857142826,-59.061576354680255,-0.8670935960591066,492.93842364531884,728.444334975371,235.5059113300522,5.015911330049278,433.22857142857174,609.6729064039428,176.4443349753692,4.116847290640379,89.60882352941175,90.10367647058823,89.02779411764706,71.52676470588233,69.96573529411762,73.47941176470579,28.47323529411767,30.03426470588238,26.520588235294213
jugovzhodna slovenija,2027,24464.62344944849,18824.30970410138,952.4059393939388,3109.6572121212375,980.8826502686031,70.43529079616019,74.43647656691144,65.8627893845287,44.56847290640326,-124.400985221675,750.4522167487667,681.3004926108406,4.6906403940886605,786.4640394088638,1149.9842364532014,363.52019704433405,7.945615763546812,35.296551724138226,2841.614778325107,5127.200985221716,2285.5862068965507,1293.1290640394072,1900.436453201968,607.3073891625609,13.149655172413759,34.394285714285616,2778.3763546797854,5002.799999999988,2224.423645320203,-63.238423645319926,-124.400985221675,-61.162561576355074,-0.9087684729063881,506.66502463053985,750.4522167487667,243.7871921182268,5.165123152709384,443.4266009852254,626.0512315270935,182.62463054187174,4.221083743842371,89.65514705882352,90.13235294117646,89.10308823529414,71.1335294117647,69.51147058823528,73.15882352941173,28.866470588235302,30.488529411764716,26.841176470588266
koroška,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koroška,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koroška,1995,,,,,,,,,64.0,-47.0,-21.0,-4.0,-0.1,22.0,48.0,26.0,0.6,3.0,100.0,222.0,122.0,16.0,27.0,11.0,0.4,2.4,76.0,175.0,99.0,-24.0,-47.0,-23.0,-0.6,-6.0,-21.0,-15.0,-0.3,-30.0,-68.0,-38.0,-0.9,,,,,,,,,
koroška,1996,,,,,,,,,63.0,-52.0,-1.0,10.0,0.1,15.0,24.0,9.0,0.3,3.3,113.0,241.0,128.0,13.0,23.0,10.0,0.3,2.5,97.0,189.0,92.0,-16.0,-52.0,-36.0,-0.7,-2.0,-1.0,1.0,0.0,-18.0,-53.0,-35.0,-0.7,,,,,,,,,
koroška,1997,,,,,,,,,56.0,-46.0,-3.0,7.0,0.1,19.0,37.0,18.0,0.5,2.7,97.0,200.0,103.0,16.0,34.0,18.0,0.5,2.1,75.0,154.0,79.0,-22.0,-46.0,-24.0,-0.6,-3.0,-3.0,0.0,0.0,-25.0,-49.0,-24.0,-0.7,,,,,,,,,
koroška,1998,,,,,,,,,118.0,-53.0,-47.0,18.0,0.2,56.0,111.0,55.0,1.5,2.8,89.0,205.0,116.0,36.0,64.0,28.0,0.9,2.1,67.0,152.0,85.0,-22.0,-53.0,-31.0,-0.7,-20.0,-47.0,-27.0,-0.6,-42.0,-100.0,-58.0,-1.4,,,,,,,,,
koroška,1999,,,,,,,,,35.0,-119.0,31.0,-53.0,-0.7,22.0,44.0,22.0,0.6,3.6,116.0,265.0,149.0,35.0,75.0,40.0,1.0,2.0,73.0,146.0,73.0,-43.0,-119.0,-76.0,-1.6,13.0,31.0,18.0,0.4,-30.0,-88.0,-58.0,-1.2,,,,,,,,,
koroška,2000,,,,,,,,,97.0,-85.0,1.0,13.0,0.2,53.0,86.0,33.0,1.2,3.3,101.0,241.0,140.0,65.0,87.0,22.0,1.2,2.1,68.0,156.0,88.0,-33.0,-85.0,-52.0,-1.1,12.0,1.0,-11.0,0.0,-21.0,-84.0,-63.0,-1.1,,,,,,,,,
koroška,2001,,,,,,,,,-4.0,-63.0,-36.0,-103.0,-1.4,70.0,113.0,43.0,1.5,2.9,95.0,213.0,118.0,44.0,77.0,33.0,1.0,2.0,74.0,150.0,76.0,-21.0,-63.0,-42.0,-0.9,-26.0,-36.0,-10.0,-0.5,-47.0,-99.0,-52.0,-1.3,,,,,,,,,
koroška,2002,,,,,,54.5,58.3,50.4,13.0,-105.0,-61.0,-153.0,-2.1,92.0,165.0,73.0,2.2,3.5,115.0,260.0,145.0,59.0,104.0,45.0,1.4,2.1,82.0,155.0,73.0,-33.0,-105.0,-72.0,-1.4,-33.0,-61.0,-28.0,-0.8,-66.0,-166.0,-100.0,-2.2,,,,,,,,,
koroška,2003,,,,,,53.0,57.2,48.7,-35.0,-71.0,10.0,-96.0,-1.3,60.0,135.0,75.0,1.8,3.3,89.0,242.0,153.0,89.0,145.0,56.0,2.0,2.3,68.0,171.0,103.0,-21.0,-71.0,-50.0,-1.0,29.0,10.0,-19.0,0.1,8.0,-61.0,-69.0,-0.8,,,,,,,,,
koroška,2004,,,,,,53.7,58.0,49.1,4.0,-86.0,25.0,-57.0,-0.8,82.0,134.0,52.0,1.8,3.2,94.0,239.0,145.0,112.0,159.0,47.0,2.2,2.1,69.0,153.0,84.0,-25.0,-86.0,-61.0,-1.2,30.0,25.0,-5.0,0.3,5.0,-61.0,-66.0,-0.8,,,,,,,,,
koroška,2005,,,,,,56.1,60.9,51.0,-98.0,-150.0,150.0,-98.0,-1.3,104.0,151.0,47.0,2.0,4.3,137.0,318.0,181.0,221.0,301.0,80.0,4.1,2.3,83.0,168.0,85.0,-54.0,-150.0,-96.0,-2.0,117.0,150.0,33.0,2.0,63.0,0.0,-63.0,0.0,,,,,,,,,
koroška,2006,,,,,,56.4,61.5,50.9,-3.0,-175.0,96.0,-82.0,-1.1,197.0,278.0,81.0,3.8,4.9,161.0,360.0,199.0,293.0,374.0,81.0,5.1,2.5,81.0,185.0,104.0,-80.0,-175.0,-95.0,-2.4,96.0,96.0,0.0,1.3,16.0,-79.0,-95.0,-1.1,,,,,,,,,
koroška,2007,,,,,,58.0,63.1,52.5,30.0,-218.0,191.0,3.0,0.0,131.0,211.0,80.0,2.9,5.2,171.0,383.0,212.0,332.0,402.0,70.0,5.5,2.2,67.0,165.0,98.0,-104.0,-218.0,-114.0,-3.0,201.0,191.0,-10.0,2.6,97.0,-27.0,-124.0,-0.4,,,,,,,,,
koroška,2008,,,,,,59.6,64.3,54.5,106.0,-622.0,288.0,-228.0,-3.1,169.0,270.0,101.0,3.7,28.9,982.0,2103.0,1121.0,440.0,558.0,118.0,7.7,20.3,679.0,1481.0,802.0,-303.0,-622.0,-319.0,-8.5,271.0,288.0,17.0,4.0,-32.0,-334.0,-302.0,-4.6,,,,,,,,,
